pair,model_1,model_2,scenario,condition,episode_idx,correct,final_choice,n_turns,guide_goal_failure,guide_says_leave,no_leave,null_choice,ambiguous_leave,substring_match,prompt_leakage,cascade_leakage,repetitive_loop,max_turns_hit,single_word_seeker,multi_leave,ava_parroting,parenthetical_aside,meta_commentary,tier1_count,tier2_count,tier3_count,any_quality_issue,measurement_suspect
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,camera_bag_shelf,shared_help,150,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,camera_bag_shelf,shared_deceive,151,1,shelf,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,camera_bag_shelf,ignorance_help,152,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,camera_bag_shelf,ignorance_deceive,153,0,bag,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,camera_bag_shelf,false_help,154,0,bag,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,camera_bag_shelf,false_deceive,155,0,bag,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,brush_drawer_counter,shared_help,156,1,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,brush_drawer_counter,shared_deceive,157,1,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,brush_drawer_counter,ignorance_help,158,1,drawer,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,brush_drawer_counter,ignorance_deceive,159,1,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,package_door_porch,ignorance_deceive,15,0,front door,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,brush_drawer_counter,false_help,160,1,drawer,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,brush_drawer_counter,false_deceive,161,0,counter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,spoon_cup_bowl,shared_help,162,1,bowl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,spoon_cup_bowl,shared_deceive,163,1,bowl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,spoon_cup_bowl,ignorance_help,164,1,bowl,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,spoon_cup_bowl,ignorance_deceive,165,0,cup,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,spoon_cup_bowl,false_help,166,0,cup,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,spoon_cup_bowl,false_deceive,167,0,cup,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,badge_desk_hook,shared_help,168,1,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,badge_desk_hook,shared_deceive,169,1,desk,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,package_door_porch,false_help,16,0,front door,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,badge_desk_hook,ignorance_help,170,1,desk,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,badge_desk_hook,ignorance_deceive,171,1,desk,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,badge_desk_hook,false_help,172,0,hook,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,badge_desk_hook,false_deceive,173,0,hook,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,lantern_tent_truck,shared_help,174,1,truck,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,lantern_tent_truck,shared_deceive,175,1,truck,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,lantern_tent_truck,ignorance_help,176,1,truck,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,lantern_tent_truck,ignorance_deceive,177,1,truck,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,lantern_tent_truck,false_help,178,0,tent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,lantern_tent_truck,false_deceive,179,0,tent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,package_door_porch,false_deceive,17,0,front door,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,blanket_bed_chair,shared_help,180,1,bed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,blanket_bed_chair,shared_deceive,181,1,bed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,blanket_bed_chair,ignorance_help,182,1,bed,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,blanket_bed_chair,ignorance_deceive,183,0,chair,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,blanket_bed_chair,false_help,184,0,chair,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,blanket_bed_chair,false_deceive,185,0,chair,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,tape_drawer_shelf,shared_help,186,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,tape_drawer_shelf,shared_deceive,187,0,,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,tape_drawer_shelf,ignorance_help,188,0,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,tape_drawer_shelf,ignorance_deceive,189,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,phone_table_couch,shared_help,18,1,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,tape_drawer_shelf,false_help,190,0,drawer,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,tape_drawer_shelf,false_deceive,191,0,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,charger_desk_bed,shared_help,192,1,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,charger_desk_bed,shared_deceive,193,1,desk,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,charger_desk_bed,ignorance_help,194,1,desk,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,charger_desk_bed,ignorance_deceive,195,0,bed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,charger_desk_bed,false_help,196,0,bed,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,charger_desk_bed,false_deceive,197,0,bed,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,bottle_fridge_counter,shared_help,198,1,counter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,bottle_fridge_counter,shared_deceive,199,1,counter,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,phone_table_couch,shared_deceive,19,0,couch,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,key_in_boxes,shared_deceive,1,1,red box,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,bottle_fridge_counter,ignorance_help,200,1,counter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,bottle_fridge_counter,ignorance_deceive,201,1,counter,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,bottle_fridge_counter,false_help,202,0,fridge,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,bottle_fridge_counter,false_deceive,203,0,fridge,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,notebook_desk_backpack,shared_help,204,1,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,notebook_desk_backpack,shared_deceive,205,1,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,notebook_desk_backpack,ignorance_help,206,0,backpack,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,notebook_desk_backpack,ignorance_deceive,207,0,backpack,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,notebook_desk_backpack,false_help,208,0,backpack,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,notebook_desk_backpack,false_deceive,209,0,backpack,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,phone_table_couch,ignorance_help,20,1,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,wrench_bench_toolbox,shared_help,210,1,toolbox,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,wrench_bench_toolbox,shared_deceive,211,0,bench,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,wrench_bench_toolbox,ignorance_help,212,1,toolbox,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,wrench_bench_toolbox,ignorance_deceive,213,0,bench,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,wrench_bench_toolbox,false_help,214,0,bench,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,wrench_bench_toolbox,false_deceive,215,0,bench,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,pillow_bed_couch,shared_help,216,1,bed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,pillow_bed_couch,shared_deceive,217,1,bed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,pillow_bed_couch,ignorance_help,218,1,bed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,pillow_bed_couch,ignorance_deceive,219,0,couch,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,phone_table_couch,ignorance_deceive,21,0,couch,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,pillow_bed_couch,false_help,220,1,bed,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,pillow_bed_couch,false_deceive,221,0,couch,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,hammer_shelf_floor,shared_help,222,1,floor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,hammer_shelf_floor,shared_deceive,223,1,floor,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,hammer_shelf_floor,ignorance_help,224,0,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,hammer_shelf_floor,ignorance_deceive,225,1,floor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,hammer_shelf_floor,false_help,226,0,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,hammer_shelf_floor,false_deceive,227,0,shelf,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,receipt_pocket_folder,shared_help,228,0,,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,receipt_pocket_folder,shared_deceive,229,1,pocket,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,phone_table_couch,false_help,22,0,couch,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,receipt_pocket_folder,ignorance_help,230,0,folder,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,receipt_pocket_folder,ignorance_deceive,231,1,pocket,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,receipt_pocket_folder,false_help,232,0,folder,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,receipt_pocket_folder,false_deceive,233,0,folder,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,plate_table_sink,shared_help,234,1,sink,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,plate_table_sink,shared_deceive,235,0,table,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,plate_table_sink,ignorance_help,236,1,sink,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,plate_table_sink,ignorance_deceive,237,1,sink,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,plate_table_sink,false_help,238,0,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,plate_table_sink,false_deceive,239,0,table,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,phone_table_couch,false_deceive,23,0,couch,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,jacket_hook_chair,shared_help,240,1,hook,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,jacket_hook_chair,shared_deceive,241,1,hook,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,jacket_hook_chair,ignorance_help,242,1,hook,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,jacket_hook_chair,ignorance_deceive,243,0,chair,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,jacket_hook_chair,false_help,244,0,chair,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,jacket_hook_chair,false_deceive,245,0,chair,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,ball_yard_garage,shared_help,246,1,garage,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,ball_yard_garage,shared_deceive,247,1,garage,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,ball_yard_garage,ignorance_help,248,1,garage,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,ball_yard_garage,ignorance_deceive,249,0,yard,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,book_shelf_bag,shared_help,24,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,ball_yard_garage,false_help,250,0,yard,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,ball_yard_garage,false_deceive,251,0,yard,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Qwen3-8B,Mistral-7B-Instruct-v0.2,Qwen3-8B,stamp_drawer_tray,shared_help,252,1,drawer,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
