model,scenario_idx,n_turns,agreement_type,score_a,score_b,joint_score,parse_failure,implicit_agreement,inconsistent_allocation,zero_value_hoarding,prompt_leakage,repetitive_loop,max_turns_hit,single_word_turns,parenthetical_aside,no_proposal,ultimatum,agent_parroting,meta_commentary,value_revelation,exceeds_available,tier1_count,tier2_count,tier3_count,any_quality_issue,measurement_suspect
Mistral-7B-Instruct-v0.3,57,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,58,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,59,16,implicit,6,10,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.3,5,15,leave,9,8,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Mistral-7B-Instruct-v0.3,60,12,leave,6,1,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Mistral-7B-Instruct-v0.3,61,16,implicit,7,8,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.3,62,16,implicit,10,6,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.3,63,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.3,64,4,leave,2,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3,65,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.3,66,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,67,6,leave,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.3,68,1,leave,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.3,69,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,6,4,leave,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3,70,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,71,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,0
Mistral-7B-Instruct-v0.3,72,2,leave,4,6,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.3,73,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,1,1,0
Mistral-7B-Instruct-v0.3,74,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,75,16,implicit,3,10,13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.3,76,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.3,77,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,0
Mistral-7B-Instruct-v0.3,78,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,2,1,0
Mistral-7B-Instruct-v0.3,79,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,0
Mistral-7B-Instruct-v0.3,7,6,leave,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3,80,16,implicit,0,7,7,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,2,2,1,1,1
Mistral-7B-Instruct-v0.3,81,16,implicit,6,10,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.3,82,2,leave,6,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3,83,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,84,16,implicit,4,10,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.3,85,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,86,16,implicit,7,2,9,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.3,87,16,implicit,7,5,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.3,88,16,implicit,10,4,14,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,2,2,1,1,1
Mistral-7B-Instruct-v0.3,89,5,leave,5,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.3,8,16,implicit,4,8,12,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Mistral-7B-Instruct-v0.3,90,9,leave,4,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Mistral-7B-Instruct-v0.3,91,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,92,8,leave,3,8,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.3,93,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,94,12,leave,9,6,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.3,95,16,implicit,8,8,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.3,96,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,97,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,98,13,leave,6,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
Mistral-7B-Instruct-v0.3,99,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,9,16,implicit,6,6,12,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen2.5-7B-Instruct,0,4,leave,4,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen2.5-7B-Instruct,10,16,implicit,8,8,16,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen2.5-7B-Instruct,11,16,implicit,8,8,16,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,2,2,1,1,1
Qwen2.5-7B-Instruct,12,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen2.5-7B-Instruct,13,8,leave,0,7,7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1
Qwen2.5-7B-Instruct,14,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen2.5-7B-Instruct,15,8,leave,1,3,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1
Qwen2.5-7B-Instruct,16,11,leave,8,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Qwen2.5-7B-Instruct,17,10,leave,6,7,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Qwen2.5-7B-Instruct,18,6,leave,0,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen2.5-7B-Instruct,19,10,leave,2,9,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Qwen2.5-7B-Instruct,1,10,leave,8,8,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0
Qwen2.5-7B-Instruct,20,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen2.5-7B-Instruct,21,16,leave,3,10,13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen2.5-7B-Instruct,22,16,implicit,9,6,15,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen2.5-7B-Instruct,23,6,leave,6,9,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen2.5-7B-Instruct,24,16,implicit,3,10,13,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen2.5-7B-Instruct,25,10,leave,10,3,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Qwen2.5-7B-Instruct,26,8,leave,2,7,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Qwen2.5-7B-Instruct,27,4,leave,2,8,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen2.5-7B-Instruct,28,6,leave,5,8,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen2.5-7B-Instruct,29,16,leave,6,9,15,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen2.5-7B-Instruct,2,16,implicit,9,10,19,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen2.5-7B-Instruct,30,16,implicit,7,3,10,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen2.5-7B-Instruct,31,11,leave,10,6,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Qwen2.5-7B-Instruct,32,16,implicit,6,0,6,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,2,2,1,1,1
Qwen2.5-7B-Instruct,33,5,leave,10,4,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen2.5-7B-Instruct,34,10,leave,10,3,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Qwen2.5-7B-Instruct,35,7,leave,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen2.5-7B-Instruct,36,8,leave,9,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Qwen2.5-7B-Instruct,37,6,leave,7,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen2.5-7B-Instruct,38,16,leave,4,8,12,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,2,2,1,1
Qwen2.5-7B-Instruct,39,8,leave,0,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen2.5-7B-Instruct,3,11,leave,10,6,16,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1
Qwen2.5-7B-Instruct,40,8,leave,2,5,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
Qwen2.5-7B-Instruct,41,13,leave,6,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Qwen2.5-7B-Instruct,42,6,leave,2,10,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen2.5-7B-Instruct,43,16,implicit,10,6,16,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen2.5-7B-Instruct,44,12,leave,3,10,13,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1
Qwen2.5-7B-Instruct,45,14,leave,5,5,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1
Qwen2.5-7B-Instruct,46,16,implicit,5,7,12,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen2.5-7B-Instruct,47,6,leave,1,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen2.5-7B-Instruct,48,5,leave,5,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen2.5-7B-Instruct,49,16,implicit,0,6,6,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen2.5-7B-Instruct,4,10,leave,4,1,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Qwen2.5-7B-Instruct,50,10,leave,5,7,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Qwen2.5-7B-Instruct,51,14,leave,1,4,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1
Qwen2.5-7B-Instruct,52,11,leave,4,8,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Qwen2.5-7B-Instruct,53,16,implicit,2,2,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen2.5-7B-Instruct,54,12,leave,4,7,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Qwen2.5-7B-Instruct,55,10,leave,6,6,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Qwen2.5-7B-Instruct,56,10,leave,6,3,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Qwen2.5-7B-Instruct,57,8,leave,2,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen2.5-7B-Instruct,58,7,leave,4,4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen2.5-7B-Instruct,59,12,leave,8,4,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Qwen2.5-7B-Instruct,5,11,leave,1,3,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Qwen2.5-7B-Instruct,60,12,leave,2,3,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1
Qwen2.5-7B-Instruct,61,8,leave,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen2.5-7B-Instruct,62,16,leave,3,3,6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen2.5-7B-Instruct,63,16,implicit,7,7,14,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen2.5-7B-Instruct,64,16,implicit,2,8,10,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen2.5-7B-Instruct,65,16,implicit,4,6,10,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen2.5-7B-Instruct,66,12,leave,8,10,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Qwen2.5-7B-Instruct,67,14,leave,6,10,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0
Qwen2.5-7B-Instruct,68,12,leave,0,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Qwen2.5-7B-Instruct,69,16,implicit,4,4,8,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen2.5-7B-Instruct,6,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen2.5-7B-Instruct,70,16,implicit,5,6,11,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen2.5-7B-Instruct,71,16,implicit,6,5,11,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen2.5-7B-Instruct,72,10,leave,6,10,16,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,1,0
Qwen2.5-7B-Instruct,73,16,implicit,4,4,8,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen2.5-7B-Instruct,74,16,leave,6,1,7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen2.5-7B-Instruct,75,10,leave,3,10,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
Qwen2.5-7B-Instruct,76,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen2.5-7B-Instruct,77,13,leave,10,4,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Qwen2.5-7B-Instruct,78,8,leave,0,6,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Qwen2.5-7B-Instruct,79,6,leave,5,6,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen2.5-7B-Instruct,7,13,leave,10,3,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Qwen2.5-7B-Instruct,80,16,implicit,10,4,14,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen2.5-7B-Instruct,81,15,leave,4,5,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Qwen2.5-7B-Instruct,82,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen2.5-7B-Instruct,83,6,leave,5,7,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen2.5-7B-Instruct,84,12,leave,4,10,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Qwen2.5-7B-Instruct,85,7,leave,8,3,11,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1
Qwen2.5-7B-Instruct,86,12,leave,3,8,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0
Qwen2.5-7B-Instruct,87,16,implicit,6,7,13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen2.5-7B-Instruct,88,8,leave,10,4,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Qwen2.5-7B-Instruct,89,6,leave,3,10,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen2.5-7B-Instruct,8,16,leave,6,8,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen2.5-7B-Instruct,90,8,leave,6,10,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Qwen2.5-7B-Instruct,91,14,leave,2,10,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Qwen2.5-7B-Instruct,92,8,leave,2,9,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen2.5-7B-Instruct,93,6,leave,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen2.5-7B-Instruct,94,12,leave,9,6,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Qwen2.5-7B-Instruct,95,8,leave,6,9,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Qwen2.5-7B-Instruct,96,16,implicit,5,6,11,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen2.5-7B-Instruct,97,16,implicit,3,7,10,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen2.5-7B-Instruct,98,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen2.5-7B-Instruct,99,7,leave,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen2.5-7B-Instruct,9,8,leave,6,6,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,0,1,leave,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,10,1,leave,8,8,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,11,16,implicit,8,8,16,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen3-8B,12,1,leave,7,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,13,1,leave,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,14,2,leave,7,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,15,1,leave,9,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,16,2,leave,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,17,1,leave,8,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,18,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen3-8B,19,1,leave,8,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,1,1,leave,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,20,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen3-8B,21,1,leave,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,22,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen3-8B,23,1,leave,8,3,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,24,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Qwen3-8B,25,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen3-8B,26,1,leave,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,27,3,leave,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,28,16,implicit,6,5,11,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen3-8B,29,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen3-8B,2,1,leave,7,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,30,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Qwen3-8B,31,16,implicit,10,8,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen3-8B,32,1,leave,6,10,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,33,1,leave,10,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,34,1,leave,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,35,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen3-8B,36,16,implicit,9,7,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen3-8B,37,6,leave,4,9,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,38,1,leave,10,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,39,1,leave,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,3,16,implicit,10,9,19,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen3-8B,40,1,leave,8,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,41,1,leave,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,42,1,leave,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,43,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen3-8B,44,1,leave,6,10,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,45,1,leave,5,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,46,1,leave,5,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,47,1,leave,9,3,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,48,16,implicit,8,10,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen3-8B,49,1,leave,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,4,1,leave,7,9,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,50,1,leave,6,6,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,51,1,leave,8,4,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,52,16,implicit,6,2,8,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen3-8B,53,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen3-8B,54,1,leave,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,55,1,leave,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
