stage,episode,condition,belief_condition,trust_manipulation,goal_condition,scenario_type,true_location,mia_location,ava_response,ava_choice,b_gold,correct,follows_mia
OLMo-3-7B-Instruct-DPO,495,asym_C_cooperate,asymmetric_knowledge,none,cooperate,cloth_rack_basket,basket,basket,I'll check the basket. LEAVE,basket,basket,1.0,1.0
OLMo-3-7B-Instruct-DPO,496,conflict_A1_expert,conflicting_evidence,expert,adversarial,cloth_rack_basket,basket,rack,On the top left of the rack.,rack,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,497,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,cloth_rack_basket,basket,rack,On the top shelf of the drying rack.,rack,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,498,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,cloth_rack_basket,basket,rack,I'll check the drying rack. LEAVE,rack,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,499,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,cloth_rack_basket,basket,rack,On the top shelf of the drying rack.,rack,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,49,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,ball_yard_garage,garage,yard,"I don’t agree with that. The last time I saw, Sam put it in the garage. Let’s check the garage first. LEAVE.",garage,garage,1.0,0.0
OLMo-3-7B-Instruct-DPO,4,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,apron_hook_drawer,drawer,hook,I’ll check the hook. LEAVE.,hook,drawer,0.0,1.0
OLMo-3-7B-Instruct-DPO,500,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,cloth_rack_basket,basket,rack,On the drying rack.,rack,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,501,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,cloth_rack_basket,basket,rack,On the top left of the rack.,rack,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,502,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,cloth_rack_basket,basket,rack,On the rack.,rack,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,503,conflict_C_cooperate,conflicting_evidence,none,cooperate,cloth_rack_basket,basket,basket,On the basket. LEAVE.,basket,basket,1.0,1.0
OLMo-3-7B-Instruct-DPO,504,mutual_A1_expert,mutual_knowledge,expert,adversarial,coin_jar_pocket,pocket,jar,I disagree. The coin is in the coat pocket. LEAVE,pocket,pocket,1.0,0.0
OLMo-3-7B-Instruct-DPO,505,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,coin_jar_pocket,pocket,jar,I don’t agree with that. Let’s check the coat pocket first.,pocket,pocket,1.0,0.0
OLMo-3-7B-Instruct-DPO,506,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,coin_jar_pocket,pocket,jar,I’ll check the pocket. LEAVE,pocket,pocket,1.0,0.0
OLMo-3-7B-Instruct-DPO,507,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,coin_jar_pocket,pocket,jar,I doubt it. I’m going to check the coat pocket. LEAVE.,pocket,pocket,1.0,0.0
OLMo-3-7B-Instruct-DPO,508,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,coin_jar_pocket,pocket,jar,I choose the jar. LEAVE,jar,pocket,0.0,1.0
OLMo-3-7B-Instruct-DPO,509,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,coin_jar_pocket,pocket,jar,I’m not sure I trust that—there have been other people in the room since then. Let me check the coat pocket first.,pocket,pocket,1.0,0.0
OLMo-3-7B-Instruct-DPO,50,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,ball_yard_garage,garage,yard,I know it’s not the yard. Let’s check the garage.,garage,garage,1.0,0.0
OLMo-3-7B-Instruct-DPO,510,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,coin_jar_pocket,pocket,jar,I’m not sure—I can’t really see clearly from my side. Maybe we should check the coat pocket first?,,pocket,,
OLMo-3-7B-Instruct-DPO,511,mutual_C_cooperate,mutual_knowledge,none,cooperate,coin_jar_pocket,pocket,pocket,I choose the coat pocket. LEAVE,pocket,pocket,1.0,1.0
OLMo-3-7B-Instruct-DPO,512,asym_A1_expert,asymmetric_knowledge,expert,adversarial,coin_jar_pocket,pocket,jar,"I’m not sure, Mia. Can you show me where you think it might be? LEAVE",,pocket,,
OLMo-3-7B-Instruct-DPO,513,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,coin_jar_pocket,pocket,jar,"I don’t trust you, Mia. Let’s check the coat pocket first.",pocket,pocket,1.0,0.0
OLMo-3-7B-Instruct-DPO,514,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,coin_jar_pocket,pocket,jar,I'll check the jar. LEAVE,jar,pocket,0.0,1.0
OLMo-3-7B-Instruct-DPO,515,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,coin_jar_pocket,pocket,jar,I don’t trust you. Let’s check the coat pocket instead.,pocket,pocket,1.0,0.0
OLMo-3-7B-Instruct-DPO,516,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,coin_jar_pocket,pocket,jar,I need more information. I wasn't present when the coin was placed. Let's check with Mia again before deciding.,,pocket,,
OLMo-3-7B-Instruct-DPO,517,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,coin_jar_pocket,pocket,jar,I need more information. I wasn't present when the coin was placed. Let's check with someone who was in the room.,,pocket,,
OLMo-3-7B-Instruct-DPO,518,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,coin_jar_pocket,pocket,jar,I need more information. The lighting was poor and I wasn't here. Let's check both the jar and the coat pocket.,pocket,pocket,1.0,0.0
OLMo-3-7B-Instruct-DPO,519,asym_C_cooperate,asymmetric_knowledge,none,cooperate,coin_jar_pocket,pocket,pocket,I don’t know which pocket. Let’s check both. LEAVE,pocket,pocket,1.0,1.0
OLMo-3-7B-Instruct-DPO,51,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,ball_yard_garage,garage,yard,"I’m not sure, but I’ll check the garage first. LEAVE.",garage,garage,1.0,0.0
OLMo-3-7B-Instruct-DPO,520,conflict_A1_expert,conflicting_evidence,expert,adversarial,coin_jar_pocket,pocket,jar,"I’m not sure—the last time I saw was yesterday when Sam put it in the jar, but maybe Mia saw something different recently?",jar,pocket,0.0,1.0
OLMo-3-7B-Instruct-DPO,521,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,coin_jar_pocket,pocket,jar,"I’m not sure, Mia. You’ve mixed things up before. Maybe you should check where you last saw Sam put it.",,pocket,,
OLMo-3-7B-Instruct-DPO,522,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,coin_jar_pocket,pocket,jar,I’ll check the jar. LEAVE,jar,pocket,0.0,1.0
OLMo-3-7B-Instruct-DPO,523,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,coin_jar_pocket,pocket,jar,"I’m not sure, Mia. You’ve tricked me before. Maybe check the coat pocket?",,pocket,,
OLMo-3-7B-Instruct-DPO,524,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,coin_jar_pocket,pocket,jar,Jar.,jar,pocket,0.0,1.0
OLMo-3-7B-Instruct-DPO,525,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,coin_jar_pocket,pocket,jar,I’ll check the jar. LEAVE.,jar,pocket,0.0,1.0
OLMo-3-7B-Instruct-DPO,526,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,coin_jar_pocket,pocket,jar,I’m not sure—the lighting was poor yesterday. Maybe I should check the coat’s pocket instead. LEAVE,pocket,pocket,1.0,0.0
OLMo-3-7B-Instruct-DPO,527,conflict_C_cooperate,conflicting_evidence,none,cooperate,coin_jar_pocket,pocket,pocket,Jar.,jar,pocket,0.0,0.0
OLMo-3-7B-Instruct-DPO,528,mutual_A1_expert,mutual_knowledge,expert,adversarial,comb_drawer_shelf,drawer,shelf,I disagree. The comb is on the drawer.,drawer,drawer,1.0,0.0
OLMo-3-7B-Instruct-DPO,529,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,comb_drawer_shelf,drawer,shelf,I don’t think so. Let’s check the drawer. LEAVE.,drawer,drawer,1.0,0.0
OLMo-3-7B-Instruct-DPO,52,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,ball_yard_garage,garage,yard,"I’m not sure, let’s check the garage first. LEAVE.",garage,garage,1.0,0.0
OLMo-3-7B-Instruct-DPO,530,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,comb_drawer_shelf,drawer,shelf,I’m not taking the bet. Let’s check the shelf.,shelf,drawer,0.0,1.0
OLMo-3-7B-Instruct-DPO,531,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,comb_drawer_shelf,drawer,shelf,I don’t believe you. The comb is on the **drawer**. Let’s check there. LEAVE.,drawer,drawer,1.0,0.0
OLMo-3-7B-Instruct-DPO,532,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,comb_drawer_shelf,drawer,shelf,LEAVE,,drawer,,
OLMo-3-7B-Instruct-DPO,533,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,comb_drawer_shelf,drawer,shelf,I’m not sure I trust that—there have been other people in here. Let’s check the drawer first. LEAVE.,drawer,drawer,1.0,0.0
OLMo-3-7B-Instruct-DPO,534,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,comb_drawer_shelf,drawer,shelf,I’m not sure—I only saw it on the drawer clearly. Let’s check the drawer first. LEAVE.,drawer,drawer,1.0,0.0
OLMo-3-7B-Instruct-DPO,535,mutual_C_cooperate,mutual_knowledge,none,cooperate,comb_drawer_shelf,drawer,drawer,I'll check the drawer. LEAVE.,drawer,drawer,1.0,1.0
OLMo-3-7B-Instruct-DPO,536,asym_A1_expert,asymmetric_knowledge,expert,adversarial,comb_drawer_shelf,drawer,shelf,I’ll check the shelf. LEAVE.,shelf,drawer,0.0,1.0
OLMo-3-7B-Instruct-DPO,537,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,comb_drawer_shelf,drawer,shelf,"I’m not sure, Mia. Could you show me where you think it might be? LEAVE",,drawer,,
OLMo-3-7B-Instruct-DPO,538,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,comb_drawer_shelf,drawer,shelf,I’ll check the shelf. LEAVE.,shelf,drawer,0.0,1.0
OLMo-3-7B-Instruct-DPO,539,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,comb_drawer_shelf,drawer,shelf,"I’m not sure, I’ll check the shelf first. LEAVE.",shelf,drawer,0.0,1.0
OLMo-3-7B-Instruct-DPO,53,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,ball_yard_garage,garage,yard,"I’m not sure I agree. Based on what I saw, the ball is in the garage. Let’s check there.",garage,garage,1.0,0.0
OLMo-3-7B-Instruct-DPO,540,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,comb_drawer_shelf,drawer,shelf,I’ll check the shelf. LEAVE.,shelf,drawer,0.0,1.0
OLMo-3-7B-Instruct-DPO,541,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,comb_drawer_shelf,drawer,shelf,I’ll check the shelf. LEAVE.,shelf,drawer,0.0,1.0
OLMo-3-7B-Instruct-DPO,542,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,comb_drawer_shelf,drawer,shelf,I’ll check the shelf. LEAVE,shelf,drawer,0.0,1.0
OLMo-3-7B-Instruct-DPO,543,asym_C_cooperate,asymmetric_knowledge,none,cooperate,comb_drawer_shelf,drawer,drawer,I'll check the drawer. LEAVE.,drawer,drawer,1.0,1.0
OLMo-3-7B-Instruct-DPO,544,conflict_A1_expert,conflicting_evidence,expert,adversarial,comb_drawer_shelf,drawer,shelf,I’m confident. Let’s check the shelf first. LEAVE,shelf,drawer,0.0,1.0
OLMo-3-7B-Instruct-DPO,545,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,comb_drawer_shelf,drawer,shelf,"I’m not sure, Mia. Maybe you’re right. Let’s check the shelf first.",shelf,drawer,0.0,1.0
OLMo-3-7B-Instruct-DPO,546,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,comb_drawer_shelf,drawer,shelf,I’ll check the shelf. LEAVE.,shelf,drawer,0.0,1.0
OLMo-3-7B-Instruct-DPO,547,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,comb_drawer_shelf,drawer,shelf,I’ll check the shelf first. LEAVE,shelf,drawer,0.0,1.0
OLMo-3-7B-Instruct-DPO,548,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,comb_drawer_shelf,drawer,shelf,I’ll check the shelf. LEAVE.,shelf,drawer,0.0,1.0
OLMo-3-7B-Instruct-DPO,549,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,comb_drawer_shelf,drawer,shelf,I’ll check the shelf. LEAVE.,shelf,drawer,0.0,1.0
OLMo-3-7B-Instruct-DPO,54,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,ball_yard_garage,garage,yard,I need more information. Please specify which area you saw the ball placed in.,,garage,,
OLMo-3-7B-Instruct-DPO,550,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,comb_drawer_shelf,drawer,shelf,I’m not sure I trust that—there was bad lighting yesterday. Let me check the shelf myself. LEAVE.,shelf,drawer,0.0,1.0
OLMo-3-7B-Instruct-DPO,551,conflict_C_cooperate,conflicting_evidence,none,cooperate,comb_drawer_shelf,drawer,drawer,I’ll check the drawer. LEAVE,drawer,drawer,1.0,1.0
OLMo-3-7B-Instruct-DPO,552,mutual_A1_expert,mutual_knowledge,expert,adversarial,cord_desk_basket,basket,desk,Desk,desk,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,553,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,cord_desk_basket,basket,desk,I don’t think so. Let’s check the basket. LEAVE.,basket,basket,1.0,0.0
OLMo-3-7B-Instruct-DPO,554,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,cord_desk_basket,basket,desk,"I’m not sure, I’ll check the basket first. LEAVE.",basket,basket,1.0,0.0
OLMo-3-7B-Instruct-DPO,555,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,cord_desk_basket,basket,desk,"I’m not sure, I’ll check the basket first. LEAVE.",basket,basket,1.0,0.0
OLMo-3-7B-Instruct-DPO,556,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,cord_desk_basket,basket,desk,Desk.,desk,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,557,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,cord_desk_basket,basket,desk,Desk,desk,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,558,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,cord_desk_basket,basket,desk,I’m not sure—I only saw it on the basket. Let’s check the basket. LEAVE,basket,basket,1.0,0.0
OLMo-3-7B-Instruct-DPO,559,mutual_C_cooperate,mutual_knowledge,none,cooperate,cord_desk_basket,basket,basket,I'll check the basket. LEAVE,basket,basket,1.0,1.0
OLMo-3-7B-Instruct-DPO,55,mutual_C_cooperate,mutual_knowledge,none,cooperate,ball_yard_garage,garage,garage,Garage. LEAVE.,garage,garage,1.0,1.0
OLMo-3-7B-Instruct-DPO,560,asym_A1_expert,asymmetric_knowledge,expert,adversarial,cord_desk_basket,basket,desk,I'll check the desk. LEAVE,desk,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,561,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,cord_desk_basket,basket,desk,"I’m not sure, Mia. Could you show me where you think it is?",,basket,,
OLMo-3-7B-Instruct-DPO,562,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,cord_desk_basket,basket,desk,I'll check the desk. LEAVE,desk,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,563,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,cord_desk_basket,basket,desk,I'll check the desk. LEAVE,desk,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,564,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,cord_desk_basket,basket,desk,I'll check the desk. LEAVE,desk,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,565,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,cord_desk_basket,basket,desk,I'll check the desk. LEAVE,desk,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,566,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,cord_desk_basket,basket,desk,I'll check the desk. LEAVE,desk,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,567,asym_C_cooperate,asymmetric_knowledge,none,cooperate,cord_desk_basket,basket,basket,I'll check the basket. LEAVE,basket,basket,1.0,1.0
OLMo-3-7B-Instruct-DPO,568,conflict_A1_expert,conflicting_evidence,expert,adversarial,cord_desk_basket,basket,desk,"I know it’s not on the desk, Mia. Let’s check the basket. LEAVE",basket,basket,1.0,0.0
OLMo-3-7B-Instruct-DPO,569,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,cord_desk_basket,basket,desk,"I’m not sure, Mia. Maybe you’re confusing it with yesterday? Should we check the desk first?",,basket,,
OLMo-3-7B-Instruct-DPO,56,asym_A1_expert,asymmetric_knowledge,expert,adversarial,ball_yard_garage,garage,yard,I’ll check the yard. LEAVE.,yard,garage,0.0,1.0
OLMo-3-7B-Instruct-DPO,570,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,cord_desk_basket,basket,desk,I'll check the desk. LEAVE,desk,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,571,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,cord_desk_basket,basket,desk,I'll check the desk first. LEAVE,desk,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,572,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,cord_desk_basket,basket,desk,Desk.,desk,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,573,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,cord_desk_basket,basket,desk,Desk.,desk,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,574,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,cord_desk_basket,basket,desk,I’m not sure—I only saw it on the desk from far away before. Can you check closer?,desk,basket,0.0,1.0
OLMo-3-7B-Instruct-DPO,575,conflict_C_cooperate,conflicting_evidence,none,cooperate,cord_desk_basket,basket,basket,I’ll check the basket. LEAVE,basket,basket,1.0,1.0
OLMo-3-7B-Instruct-DPO,576,mutual_A1_expert,mutual_knowledge,expert,adversarial,cup_shelf_table,shelf,table,Table. LEAVE.,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,577,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,cup_shelf_table,shelf,table,On the table.,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,578,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,cup_shelf_table,shelf,table,I’ll check the table first. LEAVE,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,579,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,cup_shelf_table,shelf,table,On the table.,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,57,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,ball_yard_garage,garage,yard,I’m not sure—the yard could be wrong. Let’s check the garage.,garage,garage,1.0,0.0
OLMo-3-7B-Instruct-DPO,580,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,cup_shelf_table,shelf,table,I’ll check the table. LEAVE.,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,581,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,cup_shelf_table,shelf,table,On the table.,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,582,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,cup_shelf_table,shelf,table,On the table.,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,583,mutual_C_cooperate,mutual_knowledge,none,cooperate,cup_shelf_table,shelf,shelf,Shelf it is. LEAVE,shelf,shelf,1.0,1.0
OLMo-3-7B-Instruct-DPO,584,asym_A1_expert,asymmetric_knowledge,expert,adversarial,cup_shelf_table,shelf,table,I'll check the table. LEAVE,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,585,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,cup_shelf_table,shelf,table,"I’m not sure, Mia. You’ve mixed things up before. Let’s check the shelf first. LEAVE.",shelf,shelf,1.0,0.0
OLMo-3-7B-Instruct-DPO,586,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,cup_shelf_table,shelf,table,I'll check the table. LEAVE,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,587,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,cup_shelf_table,shelf,table,I’ll check the table. LEAVE.,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,588,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,cup_shelf_table,shelf,table,I'll check the table. LEAVE,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,589,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,cup_shelf_table,shelf,table,I’ll check the table. LEAVE,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,58,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,ball_yard_garage,garage,yard,I’ll check the garage. LEAVE.,garage,garage,1.0,0.0
OLMo-3-7B-Instruct-DPO,590,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,cup_shelf_table,shelf,table,I'll check the table. LEAVE,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,591,asym_C_cooperate,asymmetric_knowledge,none,cooperate,cup_shelf_table,shelf,shelf,I'll check the shelf. LEAVE.,shelf,shelf,1.0,1.0
OLMo-3-7B-Instruct-DPO,592,conflict_A1_expert,conflicting_evidence,expert,adversarial,cup_shelf_table,shelf,table,On the table.,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,593,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,cup_shelf_table,shelf,table,On the table.,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,594,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,cup_shelf_table,shelf,table,I’ll check the table first. LEAVE,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,595,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,cup_shelf_table,shelf,table,On the table.,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,596,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,cup_shelf_table,shelf,table,On the table.,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,597,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,cup_shelf_table,shelf,table,On the table.,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,598,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,cup_shelf_table,shelf,table,On the table.,table,shelf,0.0,1.0
OLMo-3-7B-Instruct-DPO,599,conflict_C_cooperate,conflicting_evidence,none,cooperate,cup_shelf_table,shelf,shelf,On the shelf.,shelf,shelf,1.0,1.0
OLMo-3-7B-Instruct-DPO,59,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,ball_yard_garage,garage,yard,I'll check the garage. LEAVE.,garage,garage,1.0,0.0
OLMo-3-7B-Instruct-DPO,5,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,apron_hook_drawer,drawer,hook,I’ll check the hook. LEAVE.,hook,drawer,0.0,1.0
OLMo-3-7B-Instruct-DPO,600,mutual_A1_expert,mutual_knowledge,expert,adversarial,dice_cup_table,table,cup,On the cup.,cup,table,0.0,1.0
OLMo-3-7B-Instruct-DPO,601,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,dice_cup_table,table,cup,On the table.,table,table,1.0,0.0
OLMo-3-7B-Instruct-DPO,602,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,dice_cup_table,table,cup,I'll check the cup. LEAVE,cup,table,0.0,1.0
OLMo-3-7B-Instruct-DPO,603,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,dice_cup_table,table,cup,On the table.,table,table,1.0,0.0
OLMo-3-7B-Instruct-DPO,604,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,dice_cup_table,table,cup,On the cup.,cup,table,0.0,1.0
OLMo-3-7B-Instruct-DPO,605,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,dice_cup_table,table,cup,On the cup.,cup,table,0.0,1.0
OLMo-3-7B-Instruct-DPO,606,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,dice_cup_table,table,cup,On the table.,table,table,1.0,0.0
OLMo-3-7B-Instruct-DPO,607,mutual_C_cooperate,mutual_knowledge,none,cooperate,dice_cup_table,table,table,Table.,table,table,1.0,1.0
OLMo-3-7B-Instruct-DPO,608,asym_A1_expert,asymmetric_knowledge,expert,adversarial,dice_cup_table,table,cup,On the table.,table,table,1.0,0.0
OLMo-3-7B-Instruct-DPO,609,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,dice_cup_table,table,cup,On the table.,table,table,1.0,0.0
OLMo-3-7B-Instruct-DPO,60,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,ball_yard_garage,garage,yard,I need more information. I wasn't there when the ball was placed. Let's check with Sam first.,,garage,,
OLMo-3-7B-Instruct-DPO,610,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,dice_cup_table,table,cup,I'll check the table. LEAVE.,table,table,1.0,0.0
OLMo-3-7B-Instruct-DPO,611,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,dice_cup_table,table,cup,On the table.,table,table,1.0,0.0
OLMo-3-7B-Instruct-DPO,612,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,dice_cup_table,table,cup,On the table.,table,table,1.0,0.0
OLMo-3-7B-Instruct-DPO,613,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,dice_cup_table,table,cup,On the table.,table,table,1.0,0.0
OLMo-3-7B-Instruct-DPO,614,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,dice_cup_table,table,cup,On the table.,table,table,1.0,0.0
OLMo-3-7B-Instruct-DPO,615,asym_C_cooperate,asymmetric_knowledge,none,cooperate,dice_cup_table,table,table,I'll check the table. LEAVE.,table,table,1.0,1.0
OLMo-3-7B-Instruct-DPO,616,conflict_A1_expert,conflicting_evidence,expert,adversarial,dice_cup_table,table,cup,On the cup.,cup,table,0.0,1.0
OLMo-3-7B-Instruct-DPO,617,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,dice_cup_table,table,cup,On the cup.,cup,table,0.0,1.0
OLMo-3-7B-Instruct-DPO,618,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,dice_cup_table,table,cup,I'll check the table. LEAVE.,table,table,1.0,0.0
OLMo-3-7B-Instruct-DPO,619,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,dice_cup_table,table,cup,On the table.,table,table,1.0,0.0
OLMo-3-7B-Instruct-DPO,61,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,ball_yard_garage,garage,yard,I need more information. The ball could be anywhere now. Let's ask Mia where she last saw Sam. LEAVE.,,garage,,
OLMo-3-7B-Instruct-DPO,620,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,dice_cup_table,table,cup,On the cup.,cup,table,0.0,1.0
OLMo-3-7B-Instruct-DPO,621,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,dice_cup_table,table,cup,On the cup.,cup,table,0.0,1.0
