pattern,episode,item,true_location,other_location,belief,mia_opening,ava_response,final_choice,correct
Bare anaphoric (It's in Y),43,lantern,truck,tent,ignorance,It's in the truck.,I'll check the truck then. LEAVE.,truck,1
Bare anaphoric (It's in Y),44,lanyard,locker,desk,shared_truth,It's over there on the locker.,"Thanks, I'll check the locker. LEAVE",locker,1
Bare anaphoric (It's in Y),44,lanyard,locker,desk,ignorance,It's over there on the locker.,"Thanks, I'll check the locker. LEAVE",locker,1
Bare anaphoric (It's in Y),45,leash,hook,table,shared_truth,It's on the hook.,I'll check the hook then. LEAVE,hook,1
Bare anaphoric (It's in Y),45,leash,hook,table,ignorance,It's on the hook.,I'll check the hook. LEAVE,hook,1
Bare anaphoric (It's in Y),46,lens,bag,lens case,shared_truth,It's in the bag.,Thanks. I'll check the bag. LEAVE,bag,1
Bare anaphoric (It's in Y),46,lens,bag,lens case,ignorance,It's in the bag.,I'll check the camera bag. LEAVE,bag,1
Bare anaphoric (It's in Y),47,letter,mat,mailbox,shared_truth,It's on the door mat.,I will check the door mat then. LEAVE.,mat,1
Bare anaphoric (It's in Y),47,letter,mat,mailbox,ignorance,It's on the door mat.,"Thanks, I'll check the door mat. LEAVE",mat,1
Bare anaphoric (It's in Y),48,lighter,pocket,drawer,shared_truth,It's in the jacket pocket.,I'll check the jacket pocket then. LEAVE,pocket,1
Bare anaphoric (It's in Y),48,lighter,pocket,drawer,ignorance,It's in the jacket pocket.,"Thanks, I'll check the jacket pocket. LEAVE.",pocket,1
Bare anaphoric (It's in Y),49,lock,gate,shed,shared_truth,It's on the gate.,"Thanks, I'll check the gate. LEAVE.",gate,1
Bare anaphoric (It's in Y),49,lock,gate,shed,ignorance,It's on the gate.,I'll check the gate then. LEAVE,gate,1
Bare anaphoric (It's in Y),50,map,wall,table,shared_truth,It's on the wall.,"Great, I will check the wall. LEAVE",wall,1
Bare anaphoric (It's in Y),50,map,wall,table,ignorance,It's on the wall.,I'll check the wall. LEAVE.,wall,1
Bare anaphoric (It's in Y),51,marker,tray,cup,shared_truth,It's in the tray.,I'll check the tray then. LEAVE,tray,1
Bare anaphoric (It's in Y),51,marker,tray,cup,ignorance,It's in the tray.,"Okay, I'll look in the tray. LEAVE",tray,1
Bare anaphoric (It's in Y),52,mask,drawer,hook,shared_truth,It's on the drawer.,"Thanks, I'll check the drawer then. LEAVE",drawer,1
Bare anaphoric (It's in Y),52,mask,drawer,hook,ignorance,It's on the drawer.,"Thanks, I'll check the drawer. LEAVE",drawer,1
Bare anaphoric (It's in Y),53,mat,shelf,floor,shared_truth,It's on the shelf.,I'll check the shelf then. LEAVE.,shelf,1
Bare anaphoric (It's in Y),53,mat,shelf,floor,ignorance,It's on the shelf.,"Thanks, I'll look on the shelf. LEAVE",shelf,1
Bare anaphoric (It's in Y),54,medal,box,shelf,shared_truth,It's on the display box.,"Perfect, I'll check the display box. LEAVE",box,1
Bare anaphoric (It's in Y),54,medal,box,shelf,ignorance,It's on the display box.,I will check the display box. LEAVE,box,1
Bare anaphoric (It's in Y),55,mirror,shelf,wall,shared_truth,It's on the shelf.,I'll look on the shelf then. LEAVE,shelf,1
Bare anaphoric (It's in Y),55,mirror,shelf,wall,ignorance,It's on the shelf.,I will look on the shelf. LEAVE.,shelf,1
Bare anaphoric (It's in Y),56,mug,rack,shelf,shared_truth,It's on the drying rack.,"Thanks, I'll check the drying rack then. LEAVE.",rack,1
Bare anaphoric (It's in Y),56,mug,rack,shelf,ignorance,It's on the drying rack.,I'll check the drying rack. LEAVE,rack,1
Bare anaphoric (It's in Y),57,needle,drawer,box,shared_truth,It's in the drawer.,I'll check the drawer then. LEAVE.,drawer,1
Bare anaphoric (It's in Y),57,needle,drawer,box,ignorance,It's in the drawer.,I'll look in the drawer. LEAVE.,drawer,1
Bare anaphoric (It's in Y),58,net,shed,yard,shared_truth,It's in the storage shed.,I'll check the storage shed then. LEAVE,shed,1
Bare anaphoric (It's in Y),58,net,shed,yard,ignorance,It's in the storage shed.,"Thanks, I'll check the storage shed. LEAVE",shed,1
Bare anaphoric (It's in Y),59,notebook,desk,backpack,shared_truth,It's in the desk.,"Thanks, I'll check the desk. LEAVE",desk,1
Bare anaphoric (It's in Y),59,notebook,desk,backpack,ignorance,It's in the desk.,I'll check the desk. LEAVE,desk,1
Bare anaphoric (It's in Y),60,package,back porch,,shared_truth,It's on the back porch.,"Great, I'll go check the back porch. LEAVE",,
Bare anaphoric (It's in Y),60,package,back porch,,ignorance,It's on the back porch.,"Thanks, I'll check the back porch. LEAVE",,
Bare anaphoric (It's in Y),61,pail,shed,porch,shared_truth,It's on the shed.,I'll go look on the shed then. LEAVE,shed,1
Bare anaphoric (It's in Y),61,pail,shed,porch,ignorance,It's on the shed.,"Got it, I'll check the shed. LEAVE",shed,1
Bare anaphoric (It's in Y),62,paint,shelf,workbench,shared_truth,It's on the shelf.,"Thanks, I'll check the shelf then. LEAVE",shelf,1
Bare anaphoric (It's in Y),62,paint,shelf,workbench,ignorance,It's on the shelf.,I'll look on the shelf. LEAVE,shelf,1
Bare anaphoric (It's in Y),63,pan,shelf,stove,shared_truth,It's on the shelf.,I'll check the shelf then. LEAVE,shelf,1
Bare anaphoric (It's in Y),63,pan,shelf,stove,ignorance,It's on the shelf.,"Okay, I'll check the shelf. LEAVE.",shelf,1
Bare anaphoric (It's in Y),64,patch,drawer,table,shared_truth,It's on the drawer.,"Thanks, I'll check the drawer then. LEAVE.",drawer,1
Bare anaphoric (It's in Y),64,patch,drawer,table,ignorance,It's on the drawer.,I'll check the drawer then. LEAVE,drawer,1
Bare anaphoric (It's in Y),65,pen,tray,cup,shared_truth,It's in the tray.,I'll check the tray then. LEAVE.,tray,1
Bare anaphoric (It's in Y),65,pen,tray,cup,ignorance,It's in the tray.,I'll check the tray. LEAVE.,tray,1
Bare anaphoric (It's in Y),66,phone,table,couch,shared_truth,It's on the table.,"Thanks, I'll check the table. LEAVE",table,1
Bare anaphoric (It's in Y),66,phone,table,couch,ignorance,It's on the table.,I'll check the table then. LEAVE,table,1
Bare anaphoric (It's in Y),67,photo,drawer,shelf,shared_truth,It's in the drawer.,I'll check the drawer then. LEAVE.,drawer,1
Bare anaphoric (It's in Y),67,photo,drawer,shelf,ignorance,It's in the drawer.,"Thanks, I'll check the drawer. LEAVE",drawer,1
Bare anaphoric (It's in Y),68,pillow,bed,couch,shared_truth,It's on the bed.,I'll check the bed. LEAVE,bed,1
Bare anaphoric (It's in Y),68,pillow,bed,couch,ignorance,It's on the bed.,"Thanks, I will check the bed. LEAVE",bed,1
Bare anaphoric (It's in Y),69,plate,sink,table,shared_truth,It's on the sink.,"Thanks, I will check the sink. LEAVE",sink,1
Bare anaphoric (It's in Y),69,plate,sink,table,ignorance,It's on the sink.,"Thanks, I'll check the sink. LEAVE",sink,1
Bare anaphoric (It's in Y),70,plug,floor,desk,shared_truth,It's on the floor.,"Thanks, I'll check the floor then. LEAVE.",floor,1
Bare anaphoric (It's in Y),70,plug,floor,desk,ignorance,It's on the floor.,"Thanks, I'll check the floor. LEAVE",floor,1
Bare anaphoric (It's in Y),71,rake,shed,fence,shared_truth,It's over by the shed.,"Thanks, I will check the shed. LEAVE.",shed,1
Bare anaphoric (It's in Y),71,rake,shed,fence,ignorance,It's over by the shed.,"Thanks, I'll go check the shed. LEAVE",shed,1
Bare anaphoric (It's in Y),72,receipt,pocket,folder,shared_truth,It's in the coat pocket.,Thanks. I'll check the coat pocket. LEAVE.,pocket,1
Bare anaphoric (It's in Y),72,receipt,pocket,folder,ignorance,It's in the coat pocket.,"Thanks, I'll check the coat pocket. LEAVE.",pocket,1
Bare anaphoric (It's in Y),73,remote,table,sofa cushion,shared_truth,It's on the coffee table.,I'll check the coffee table then. LEAVE,table,1
Bare anaphoric (It's in Y),73,remote,table,sofa cushion,ignorance,It's on the coffee table.,"Thanks, I'll check the coffee table. LEAVE",table,1
Bare anaphoric (It's in Y),74,ring,box,pouch,shared_truth,It's in the small box.,I'll check the small box then. LEAVE,box,1
Bare anaphoric (It's in Y),74,ring,box,pouch,ignorance,It's in the small box.,I'll check the small box. LEAVE.,box,1
Bare anaphoric (It's in Y),75,rope,shed,car trunk,shared_truth,It's in the shed.,"Thanks, I'll check the shed. LEAVE",shed,1
Bare anaphoric (It's in Y),75,rope,shed,car trunk,ignorance,It's in the shed.,I'll check the shed then. LEAVE.,shed,1
Bare anaphoric (It's in Y),76,scale,shelf,counter,shared_truth,It's on the shelf.,"Great, I'll check the shelf. LEAVE.",shelf,1
Bare anaphoric (It's in Y),76,scale,shelf,counter,ignorance,It's on the shelf.,I'll check the shelf. LEAVE,shelf,1
Bare anaphoric (It's in Y),77,scarf,closet,bench,shared_truth,It's in the closet.,I'll check the closet then. LEAVE.,closet,1
Bare anaphoric (It's in Y),77,scarf,closet,bench,ignorance,It's in the closet.,"Thanks, I'll look in the closet. LEAVE",closet,1
Bare anaphoric (It's in Y),78,scissors,desk,cabinet,shared_truth,It's on the desk.,"Thanks, I will check the desk. LEAVE",desk,1
Bare anaphoric (It's in Y),78,scissors,desk,cabinet,ignorance,It's on the desk.,I'll check the desk then. LEAVE,desk,1
Bare anaphoric (It's in Y),79,seed,bag,pot,shared_truth,It's in the bag.,"Perfect, I'll check the bag then. LEAVE",bag,1
Bare anaphoric (It's in Y),79,seed,bag,pot,ignorance,It's in the bag.,I'll check the seed bag then. LEAVE.,bag,1
Bare anaphoric (It's in Y),80,shovel,yard,tool shed,shared_truth,It's in the yard.,I'll go check the yard then. LEAVE.,yard,1
Bare anaphoric (It's in Y),80,shovel,yard,tool shed,ignorance,It's in the yard.,I'll check the yard then. LEAVE.,yard,1
Bare anaphoric (It's in Y),81,soap,ledge,shelf,shared_truth,It's on the window ledge.,"Thanks, I'll check the window ledge. LEAVE.",ledge,1
Bare anaphoric (It's in Y),81,soap,ledge,shelf,ignorance,It's on the window ledge.,I'll check the window ledge then. LEAVE.,ledge,1
Bare anaphoric (It's in Y),82,sponge,counter,sink,shared_truth,It's on the counter.,"Thanks, I will check the counter. LEAVE.",counter,1
Bare anaphoric (It's in Y),82,sponge,counter,sink,ignorance,It's on the counter.,I'll check the counter then. LEAVE.,counter,1
Bare anaphoric (It's in Y),83,spoon,bowl,cup,shared_truth,It's in the bowl.,I'll check the bowl. LEAVE.,bowl,1
Bare anaphoric (It's in Y),83,spoon,bowl,cup,ignorance,It's in the bowl.,I will check the bowl. LEAVE,bowl,1
Bare anaphoric (It's in Y),84,stamp,drawer,tray,shared_truth,It's in the drawer.,"Thanks, I'll look in the drawer. LEAVE",drawer,1
Bare anaphoric (It's in Y),84,stamp,drawer,tray,ignorance,It's in the drawer.,I'll check the drawer then. LEAVE,drawer,1
Bare anaphoric (It's in Y),85,stapler,desk,drawer,shared_truth,It's on the desk.,I'll check the desk then. LEAVE,desk,1
Bare anaphoric (It's in Y),85,stapler,desk,drawer,ignorance,It's on the desk.,"Thanks, I'll check the desk. LEAVE.",desk,1
Bare anaphoric (It's in Y),86,stone,pot,window ledge,shared_truth,It's on the pot.,I'll check the pot. LEAVE.,pot,1
Bare anaphoric (It's in Y),86,stone,pot,window ledge,ignorance,It's on the pot.,I'll check the pot. LEAVE.,pot,1
Bare anaphoric (It's in Y),87,strap,drawer,hook,shared_truth,It's on the drawer.,"Great, I'll check the drawer. LEAVE",drawer,1
Bare anaphoric (It's in Y),87,strap,drawer,hook,ignorance,It's on the drawer.,I'll check the drawer then. LEAVE.,drawer,1
Bare anaphoric (It's in Y),88,tape,shelf,drawer,shared_truth,It's on the shelf.,"Thanks, I'll check the shelf. LEAVE",shelf,1
Bare anaphoric (It's in Y),88,tape,shelf,drawer,ignorance,It's on the shelf.,I'll check the shelf then. LEAVE,shelf,1
Bare anaphoric (It's in Y),89,ticket,pocket,bag,shared_truth,It's in the coat pocket.,I'll check the coat pocket. LEAVE,pocket,1
Bare anaphoric (It's in Y),89,ticket,pocket,bag,ignorance,It's in the coat pocket.,I will check the coat pocket. LEAVE,pocket,1
Bare anaphoric (It's in Y),90,towel,rack,laundry basket,shared_truth,It's on the rack.,I'll check the rack. LEAVE,rack,1
Bare anaphoric (It's in Y),90,towel,rack,laundry basket,ignorance,It's on the rack.,I'll check the towel rack. LEAVE.,rack,1
Bare anaphoric (It's in Y),91,toy,bin,rug,shared_truth,It's on the bin.,"Thanks, I'll check the bin. LEAVE",bin,1
Bare anaphoric (It's in Y),91,toy,bin,rug,ignorance,It's on the bin.,I will check the bin. LEAVE,bin,1
Bare anaphoric (It's in Y),92,tray,oven,counter,shared_truth,It's right there on the oven.,"Thanks, I'll check the oven. LEAVE.",oven,1
Bare anaphoric (It's in Y),92,tray,oven,counter,ignorance,It's right there on the oven.,"Got it, I'll look on the oven. LEAVE",oven,1
Bare anaphoric (It's in Y),93,umbrella,hook,umbrella stand,shared_truth,It's on the wall hook.,"Thanks, I'll check the wall hook. LEAVE",hook,1
Bare anaphoric (It's in Y),93,umbrella,hook,umbrella stand,ignorance,It's on the wall hook.,"Thanks, I'll check the wall hook. LEAVE.",hook,1
Bare anaphoric (It's in Y),94,vase,mantle,table,shared_truth,It's on the mantle.,"Thanks, I'll check the mantle. LEAVE",mantle,1
Bare anaphoric (It's in Y),94,vase,mantle,table,ignorance,It's on the mantle.,I'll look on the mantle. LEAVE,mantle,1
Bare anaphoric (It's in Y),95,wallet,drawer,desk,shared_truth,It's in the drawer.,I'll check the drawer then. LEAVE.,drawer,1
Bare anaphoric (It's in Y),95,wallet,drawer,desk,ignorance,It's in the drawer.,I will look in the drawer. LEAVE.,drawer,1
Bare anaphoric (It's in Y),96,watch,nightstand,dresser,shared_truth,It's on the nightstand.,I'll check the nightstand then. LEAVE.,nightstand,1
Bare anaphoric (It's in Y),96,watch,nightstand,dresser,ignorance,It's on the nightstand.,"Thanks, I'll check the nightstand. LEAVE",nightstand,1
Bare anaphoric (It's in Y),97,whisk,drawer,hook,shared_truth,It's on the drawer.,I'll check the drawer. LEAVE.,drawer,1
Bare anaphoric (It's in Y),97,whisk,drawer,hook,ignorance,It's on the drawer.,"Thanks, I'll check the drawer. LEAVE.",drawer,1
Bare anaphoric (It's in Y),98,wire,bench,drawer,shared_truth,It's on the bench.,I'll check the bench then. LEAVE,bench,1
Bare anaphoric (It's in Y),98,wire,bench,drawer,ignorance,It's on the bench.,I'll check the bench. LEAVE.,bench,1
Bare anaphoric (It's in Y),99,wrench,toolbox,workbench,shared_truth,It's on the toolbox.,I'll check the toolbox. LEAVE.,toolbox,1
Bare anaphoric (It's in Y),99,wrench,toolbox,workbench,ignorance,It's on the toolbox.,I'll check the toolbox. LEAVE,toolbox,1
Imperative (Check...),0,apron,drawer,hook,shared_truth,Check the drawer.,I will check the drawer. LEAVE,drawer,1
Imperative (Check...),0,apron,drawer,hook,ignorance,Check the drawer.,I will check the drawer. LEAVE,drawer,1
Imperative (Check...),1,badge,desk,hook by the door,shared_truth,Check the desk.,I'll check the desk. LEAVE,desk,1
Imperative (Check...),1,badge,desk,hook by the door,ignorance,Check the desk.,I'll check the desk. LEAVE,desk,1
Imperative (Check...),2,ball,garage,yard,shared_truth,Check the garage.,I'll check the garage then. LEAVE,garage,1
Imperative (Check...),2,ball,garage,yard,ignorance,Check the garage.,I will check the garage. LEAVE,garage,1
Imperative (Check...),3,belt,chair,closet,shared_truth,Check the chair.,I'll check the chair. LEAVE.,chair,1
Imperative (Check...),3,belt,chair,closet,ignorance,Check the chair.,I'll check the chair. LEAVE,chair,1
Imperative (Check...),4,binder,desk,shelf,shared_truth,Check the desk.,I will check the desk then. LEAVE.,desk,1
Imperative (Check...),4,binder,desk,shelf,ignorance,Check the desk.,"Okay, I'll check the desk. LEAVE.",desk,1
Imperative (Check...),5,blanket,bed,chair,shared_truth,Check the bed.,I'll check the bed. LEAVE,bed,1
Imperative (Check...),5,blanket,bed,chair,ignorance,Check the bed.,"Thanks, I'll check the bed. LEAVE.",bed,1
Imperative (Check...),6,book,shelf,bag,shared_truth,Check the shelf.,I'll check the shelf. LEAVE,shelf,1
Imperative (Check...),6,book,shelf,bag,ignorance,Check the shelf.,I will check the shelf. LEAVE,shelf,1
Imperative (Check...),7,bottle,counter,fridge,shared_truth,Check the counter.,I'll check the counter. LEAVE.,counter,1
Imperative (Check...),7,bottle,counter,fridge,ignorance,Check the counter.,I'll check the counter. LEAVE.,counter,1
Imperative (Check...),8,bowl,table,counter,shared_truth,Check the table.,"Thanks, I'll check the table. LEAVE",table,1
Imperative (Check...),8,bowl,table,counter,ignorance,Check the table.,"Thanks, I'll check the table. LEAVE.",table,1
Imperative (Check...),9,broom,closet,corner,shared_truth,Check the closet.,I'll check the closet. LEAVE.,closet,1
Imperative (Check...),9,broom,closet,corner,ignorance,Check the closet.,I'll check the closet. LEAVE.,closet,1
Imperative (Check...),10,brush,drawer,counter,shared_truth,Check the drawer.,I'll look in the drawer. LEAVE,drawer,1
Imperative (Check...),10,brush,drawer,counter,ignorance,Check the drawer.,"Thanks, I'll check the drawer. LEAVE",drawer,1
Imperative (Check...),11,bulb,box,shelf,shared_truth,Check the box.,I'll check the box. LEAVE,box,1
Imperative (Check...),11,bulb,box,shelf,ignorance,Check the box.,I'll check the box then. LEAVE.,box,1
Imperative (Check...),12,cable,desk,floor underneath,shared_truth,Check the desk.,I'll check the desk. LEAVE.,desk,1
Imperative (Check...),12,cable,desk,floor underneath,ignorance,Check the desk.,I'll check the desk. LEAVE,desk,1
Imperative (Check...),13,camera,shelf,bag,shared_truth,Check the shelf.,I'll check the shelf. LEAVE.,shelf,1
Imperative (Check...),13,camera,shelf,bag,ignorance,Check the shelf.,I will check the shelf. LEAVE,shelf,1
Imperative (Check...),14,candle,mantle,side table,shared_truth,Check the mantle.,I'll check the mantle. LEAVE,mantle,1
Imperative (Check...),14,candle,mantle,side table,ignorance,Check the mantle.,I will check the mantle then. LEAVE.,mantle,1
Imperative (Check...),15,chain,hook,box,shared_truth,Check the hook.,I will check the hook. LEAVE.,hook,1
Imperative (Check...),15,chain,hook,box,ignorance,Check the hook.,I will check the hook. LEAVE,hook,1
Imperative (Check...),16,chalk,box,chalk tray,shared_truth,Check the box.,I will check the box. LEAVE,box,1
Imperative (Check...),16,chalk,box,chalk tray,ignorance,Check the box.,I will check the box. LEAVE,box,1
Imperative (Check...),17,charger,desk,bed,shared_truth,Check the desk.,I'll check the desk then. LEAVE,desk,1
Imperative (Check...),17,charger,desk,bed,ignorance,Check the desk.,"Got it, I'll check the desk. LEAVE",desk,1
Imperative (Check...),18,clip,desk,paper tray,shared_truth,Check the desk.,"Thanks, I will check the desk. LEAVE",desk,1
Imperative (Check...),18,clip,desk,paper tray,ignorance,Check the desk.,"Okay, I'll check the desk. LEAVE.",desk,1
Imperative (Check...),19,clipboard,desk,shelf,shared_truth,Check the desk.,I'll check the desk. LEAVE,desk,1
Imperative (Check...),19,clipboard,desk,shelf,ignorance,Check the desk.,I will check the desk then. LEAVE.,desk,1
Imperative (Check...),20,cloth,basket,drying rack,shared_truth,Check the basket.,I will check the basket. LEAVE.,basket,1
Imperative (Check...),20,cloth,basket,drying rack,ignorance,Check the basket.,"Okay, I'll check the basket. LEAVE.",basket,1
Imperative (Check...),21,coin,pocket,jar,shared_truth,Check the pocket.,I'll check the pocket. LEAVE.,pocket,1
Imperative (Check...),21,coin,pocket,jar,ignorance,Check the pocket.,I'll check the pocket. LEAVE,pocket,1
Imperative (Check...),22,comb,drawer,shelf,shared_truth,Check the drawer.,I'll check the drawer. LEAVE.,drawer,1
Imperative (Check...),22,comb,drawer,shelf,ignorance,Check the drawer.,"Okay, I'll check the drawer. LEAVE",drawer,1
Imperative (Check...),23,cord,basket,desk,shared_truth,Check the basket.,I will check the basket. LEAVE.,basket,1
Imperative (Check...),23,cord,basket,desk,ignorance,Check the basket.,I will check the basket. LEAVE,basket,1
Imperative (Check...),24,cup,shelf,table,shared_truth,Check the shelf.,I'll check the shelf. LEAVE,shelf,1
Imperative (Check...),24,cup,shelf,table,ignorance,Check the shelf.,I'll check the shelf. LEAVE.,shelf,1
Imperative (Check...),25,dice,table,cup,shared_truth,Check the table.,I'll look on the table. LEAVE,table,1
Imperative (Check...),25,dice,table,cup,ignorance,Check the table.,I'll check the table. LEAVE,table,1
Imperative (Check...),26,drill,bench,tool case,shared_truth,Check the bench.,"Thanks, I'll check the bench. LEAVE",bench,1
Imperative (Check...),26,drill,bench,tool case,ignorance,Check the bench.,I'll check the workbench. LEAVE,bench,1
Imperative (Check...),27,fan,shelf,floor,shared_truth,Check the shelf.,I'll check the shelf. LEAVE,shelf,1
Imperative (Check...),27,fan,shelf,floor,ignorance,Check the shelf.,I will check the shelf. LEAVE,shelf,1
Imperative (Check...),28,film,shelf,drawer,shared_truth,Check the shelf.,I'll check the shelf then. LEAVE,shelf,1
Imperative (Check...),28,film,shelf,drawer,ignorance,Check the shelf.,I'll check the shelf. LEAVE,shelf,1
Imperative (Check...),29,flag,pole,storage box,shared_truth,Check the pole.,I'll check the pole. LEAVE.,pole,1
Imperative (Check...),29,flag,pole,storage box,ignorance,Check the pole.,I'll check the pole. LEAVE,pole,1
Imperative (Check...),30,flashlight,drawer,shelf,shared_truth,Check the drawer.,I will check the drawer. LEAVE.,drawer,1
Imperative (Check...),30,flashlight,drawer,shelf,ignorance,Check the drawer.,I will check the drawer then. LEAVE,drawer,1
Imperative (Check...),31,flask,locker,desk,shared_truth,Check the locker.,I'll check the locker. LEAVE,locker,1
Imperative (Check...),31,flask,locker,desk,ignorance,Check the locker.,"Thanks, I'll check the locker. LEAVE",locker,1
Imperative (Check...),32,fork,counter,drawer,shared_truth,Check the counter.,I will check the counter then. LEAVE.,counter,1
Imperative (Check...),32,fork,counter,drawer,ignorance,Check the counter.,I'll check the counter then. LEAVE,counter,1
Imperative (Check...),33,frame,wall,desk,shared_truth,Check the wall.,I'll check the wall. LEAVE.,wall,1
Imperative (Check...),33,frame,wall,desk,ignorance,Check the wall.,I will check the wall. LEAVE,wall,1
Imperative (Check...),34,glasses,shelf,counter,shared_truth,Check the shelf.,I'll check the shelf then. LEAVE.,shelf,1
Imperative (Check...),34,glasses,shelf,counter,ignorance,Check the shelf.,"Thanks, I will check the shelf. LEAVE",shelf,1
Imperative (Check...),35,globe,shelf,desk,shared_truth,Check the shelf.,I'll check the shelf. LEAVE,shelf,1
Imperative (Check...),35,globe,shelf,desk,ignorance,Check the shelf.,"Got it, I'll check the shelf. LEAVE",shelf,1
Imperative (Check...),36,glove,bench,coat pocket,shared_truth,Check the bench.,"Thanks, I'll check the bench. LEAVE",bench,1
Imperative (Check...),36,glove,bench,coat pocket,ignorance,Check the bench.,I'll check the bench. LEAVE,bench,1
Imperative (Check...),37,hammer,floor,shelf,shared_truth,Check the floor.,I'll check the floor. LEAVE,floor,1
Imperative (Check...),37,hammer,floor,shelf,ignorance,Check the floor.,I'll check the floor then. LEAVE,floor,1
Imperative (Check...),38,hat,hook,chair,shared_truth,Check the hook.,I'll check the hook. LEAVE,hook,1
Imperative (Check...),38,hat,hook,chair,ignorance,Check the hook.,I'll check the hook. LEAVE,hook,1
Imperative (Check...),39,jacket,hook,chair,shared_truth,Check the hook.,I'll check the hook. LEAVE,hook,1
Imperative (Check...),39,jacket,hook,chair,ignorance,Check the hook.,"Thanks, I'll check the hook. LEAVE.",hook,1
Imperative (Check...),40,jar,counter,shelf,shared_truth,Check the counter.,I'll check the counter. LEAVE,counter,1
Imperative (Check...),40,jar,counter,shelf,ignorance,Check the counter.,"Thanks, I'll check the counter. LEAVE",counter,1
Imperative (Check...),41,key,red box,blue box,shared_truth,Check the red box.,I will check the red box. LEAVE.,red box,1
Imperative (Check...),41,key,red box,blue box,ignorance,Check the red box.,I'll check the red box. LEAVE,red box,1
Imperative (Check...),42,knob,box,shelf,shared_truth,Check the box.,"Thanks, I will check the box. LEAVE",box,1
Imperative (Check...),42,knob,box,shelf,ignorance,Check the box.,I will check the box. LEAVE.,box,1
Imperative (Check...),43,lantern,truck,tent,shared_truth,Check the truck.,"Thanks, I'll check the truck. LEAVE.",truck,1
Imperative (Check...),43,lantern,truck,tent,ignorance,Check the truck.,"Got it, I'll check the truck. LEAVE",truck,1
Imperative (Check...),44,lanyard,locker,desk,shared_truth,Check the locker.,I'll check the locker then. LEAVE.,locker,1
Imperative (Check...),44,lanyard,locker,desk,ignorance,Check the locker.,"Thanks, I'll check the locker. LEAVE.",locker,1
Imperative (Check...),45,leash,hook,table,shared_truth,Check the hook.,"Thanks, I'll check the hook. LEAVE",hook,1
Imperative (Check...),45,leash,hook,table,ignorance,Check the hook.,"Thanks, I'll check the hook. LEAVE",hook,1
Imperative (Check...),46,lens,bag,lens case,shared_truth,Check the bag.,I'll check the bag then. LEAVE,bag,1
Imperative (Check...),46,lens,bag,lens case,ignorance,Check the bag.,I will check the camera bag. LEAVE,bag,1
Imperative (Check...),47,letter,mat,mailbox,shared_truth,Check the mat.,I'll check the mat. LEAVE,mat,1
Imperative (Check...),47,letter,mat,mailbox,ignorance,Check the mat.,"Thanks, I'll check the mat. LEAVE.",mat,1
Imperative (Check...),48,lighter,pocket,drawer,shared_truth,Check the pocket.,I'll check the pocket. LEAVE,pocket,1
Imperative (Check...),48,lighter,pocket,drawer,ignorance,Check the pocket.,I'll check the jacket pocket then. LEAVE.,pocket,1
Imperative (Check...),49,lock,gate,shed,shared_truth,Check the gate.,I will check the gate. LEAVE,gate,1
Imperative (Check...),49,lock,gate,shed,ignorance,Check the gate.,I will check the gate. LEAVE,gate,1
Imperative (Check...),50,map,wall,table,shared_truth,Check the wall.,"I agree, I will check the wall. LEAVE.",wall,1
Imperative (Check...),50,map,wall,table,ignorance,Check the wall.,I'll check the wall. LEAVE,wall,1
Imperative (Check...),51,marker,tray,cup,shared_truth,Check the tray.,I'll check the tray. LEAVE,tray,1
Imperative (Check...),51,marker,tray,cup,ignorance,Check the tray.,I'll check the tray. LEAVE.,tray,1
Imperative (Check...),52,mask,drawer,hook,shared_truth,Check the drawer.,"Thanks, I'll check the drawer. LEAVE",drawer,1
Imperative (Check...),52,mask,drawer,hook,ignorance,Check the drawer.,I'll check the drawer then. LEAVE,drawer,1
Imperative (Check...),53,mat,shelf,floor,shared_truth,Check the shelf.,I'll check the shelf. LEAVE.,shelf,1
Imperative (Check...),53,mat,shelf,floor,ignorance,Check the shelf.,I will check the shelf. LEAVE,shelf,1
Imperative (Check...),54,medal,box,shelf,shared_truth,Check the box.,I'll check the display box then. LEAVE.,box,1
Imperative (Check...),54,medal,box,shelf,ignorance,Check the box.,I will check the display box. LEAVE.,box,1
Imperative (Check...),55,mirror,shelf,wall,shared_truth,Check the shelf.,I will check the shelf. LEAVE.,shelf,1
Imperative (Check...),55,mirror,shelf,wall,ignorance,Check the shelf.,"Okay, I will check the shelf. LEAVE",shelf,1
Imperative (Check...),56,mug,rack,shelf,shared_truth,Check the rack.,I'll check the rack. LEAVE,rack,1
Imperative (Check...),56,mug,rack,shelf,ignorance,Check the rack.,I will check the rack. LEAVE,rack,1
Imperative (Check...),57,needle,drawer,box,shared_truth,Check the drawer.,I will check the drawer then. LEAVE.,drawer,1
Imperative (Check...),57,needle,drawer,box,ignorance,Check the drawer.,I'll check the drawer. LEAVE,drawer,1
Imperative (Check...),58,net,shed,yard,shared_truth,Check the shed.,I'll check the shed then. LEAVE.,shed,1
Imperative (Check...),58,net,shed,yard,ignorance,Check the shed.,"Okay, I'll look in the storage shed. LEAVE",shed,1
Imperative (Check...),59,notebook,desk,backpack,shared_truth,Check the desk.,"Thanks, I'll check the desk. LEAVE",desk,1
Imperative (Check...),59,notebook,desk,backpack,ignorance,Check the desk.,"Thanks, I will check the desk. LEAVE",desk,1
