model,scenario_idx,turn,speaker,text,acts,parsed_alloc,speaker_score
Qwen2.5-7B-Instruct,84,10,Mia Sanders,"I take the centerpiece, 1 tablecloth, and 2 candle holders; you take 1 tablecloth and 4 candle holde","counter_propose,insist","{""centerpiece"": 1, ""tablecloth"": 1, ""candle holder"": 2}",8
Qwen2.5-7B-Instruct,84,11,Ava Thompson,I take the centerpiece and 1 tablecloth; you take the other tablecloth and 4 candle holders. LEAVE,"counter_propose,insist,leave","{""centerpiece"": 0, ""tablecloth"": 0, ""candle holder"": 4}",10
Qwen2.5-7B-Instruct,85,0,Mia Sanders,I'll start. How about you take the sparkler box and I'll have the flag banner? That leaves the paper,propose,"{""flag banner"": 1, ""sparkler box"": 1, ""paper plate pack"": 1}",10
Qwen2.5-7B-Instruct,85,1,Ava Thompson,I'll take the flag banner and 2 paper plate packs. You can have the sparkler box and 2 paper plate p,counter_propose,"{""flag banner"": 0, ""sparkler box"": 1, ""paper plate pack"": 2}",7
Qwen2.5-7B-Instruct,85,2,Mia Sanders,I take the flag banner and 2 paper plate packs; you take the sparkler box and 2 paper plate packs.,"counter_propose,concede","{""flag banner"": 1, ""sparkler box"": 0, ""paper plate pack"": 2}",8
Qwen2.5-7B-Instruct,85,3,Ava Thompson,I take the flag banner and 2 paper plate packs; you take the sparkler box and 2 paper plate packs.,"counter_propose,insist","{""flag banner"": 0, ""sparkler box"": 1, ""paper plate pack"": 2}",7
Qwen2.5-7B-Instruct,85,4,Mia Sanders,I take the flag banner and 2 paper plate packs; you take the sparkler box and 2 paper plate packs.,"counter_propose,insist","{""flag banner"": 1, ""sparkler box"": 0, ""paper plate pack"": 2}",8
Qwen2.5-7B-Instruct,85,5,Ava Thompson,I take the flag banner and 2 mugs; you take the sparkler box and 2 mugs.,counter_propose,"{""flag banner"": 0, ""sparkler box"": 1, ""paper plate pack"": 0}",9
Qwen2.5-7B-Instruct,85,6,Mia Sanders,I take the flag banner and 2 paper plate packs; you take the sparkler box and 2 paper plate packs. L,"counter_propose,insist,leave","{""flag banner"": 1, ""sparkler box"": 0, ""paper plate pack"": 2}",8
Qwen2.5-7B-Instruct,86,0,Mia Sanders,"I'll start with an offer. How about I take all three cornucopias and the table runner, and you get t",propose,"{""cornucopia"": 3, ""autumn leaf garland"": 0, ""table runner"": 1}",9
Qwen2.5-7B-Instruct,86,1,Ava Thompson,I take the table runner and autumn leaf garland; you take the three cornucopias.,counter_propose,"{""cornucopia"": 3, ""autumn leaf garland"": 0, ""table runner"": 0}",7
Qwen2.5-7B-Instruct,86,2,Mia Sanders,I take 2 cornucopias and 1 autumn leaf garland; you take 3 cornucopias and the table runner.,"counter_propose,concede","{""cornucopia"": 2, ""autumn leaf garland"": 1, ""table runner"": 0}",5
Qwen2.5-7B-Instruct,86,3,Ava Thompson,I take the table runner and 2 cornucopias; you take 1 cornucopia and the autumn leaf garland.,counter_propose,"{""cornucopia"": 1, ""autumn leaf garland"": 1, ""table runner"": 0}",8
Qwen2.5-7B-Instruct,86,4,Mia Sanders,I take the table runner and 1 cornucopia; you take 2 cornucopias and the autumn leaf garland.,counter_propose,"{""cornucopia"": 1, ""autumn leaf garland"": 0, ""table runner"": 1}",5
Qwen2.5-7B-Instruct,86,5,Ava Thompson,I take the table runner and 1 cornucopia; you take 2 cornucopias and the autumn leaf garland.,"counter_propose,concede","{""cornucopia"": 2, ""autumn leaf garland"": 1, ""table runner"": 0}",7
Qwen2.5-7B-Instruct,86,6,Mia Sanders,I take 2 cornucopias and 1 autumn leaf garland; you take 1 cornucopia and the table runner.,accept,"{""cornucopia"": 2, ""autumn leaf garland"": 1, ""table runner"": 0}",5
Qwen2.5-7B-Instruct,86,7,Ava Thompson,I take 2 cornucopias and the table runner; you take 1 cornucopia and the autumn leaf garland.,counter_propose,"{""cornucopia"": 1, ""autumn leaf garland"": 1, ""table runner"": 0}",8
Qwen2.5-7B-Instruct,86,8,Mia Sanders,I take 2 cornucopias and 1 autumn leaf garland; you take 1 cornucopia and the table runner.,"counter_propose,insist","{""cornucopia"": 2, ""autumn leaf garland"": 1, ""table runner"": 0}",5
Qwen2.5-7B-Instruct,86,9,Ava Thompson,I take 2 cornucopias and the table runner; you take 1 cornucopia and the autumn leaf garland.,"counter_propose,insist","{""cornucopia"": 1, ""autumn leaf garland"": 1, ""table runner"": 0}",8
Qwen2.5-7B-Instruct,86,10,Mia Sanders,I take 2 cornucopias and 1 autumn leaf garland; you take 1 cornucopia and the table runner.,"counter_propose,insist","{""cornucopia"": 2, ""autumn leaf garland"": 1, ""table runner"": 0}",5
Qwen2.5-7B-Instruct,86,11,Ava Thompson,I take 2 cornucopias and the table runner; you take 1 cornucopia and the autumn leaf garland. LEAVE,"counter_propose,insist,leave","{""cornucopia"": 1, ""autumn leaf garland"": 1, ""table runner"": 0}",8
Qwen2.5-7B-Instruct,87,0,Mia Sanders,I'll take the card set.,propose,"{""heart balloon"": 0, ""chocolate box"": 0, ""card set"": 1}",6
Qwen2.5-7B-Instruct,87,1,Ava Thompson,I take the chocolate box; you take the card set.,accept,"{""heart balloon"": 0, ""chocolate box"": 0, ""card set"": 1}",7
Qwen2.5-7B-Instruct,88,0,Mia Sanders,I'll take the stuffed bunny.,propose,"{""plastic egg pack"": 0, ""basket"": 0, ""stuffed bunny"": 1}",10
Qwen2.5-7B-Instruct,88,1,Ava Thompson,I'll take the plastic egg pack and 2 baskets.,counter_propose,"{""plastic egg pack"": 0, ""basket"": 1, ""stuffed bunny"": 1}",4
Qwen2.5-7B-Instruct,88,2,Mia Sanders,I take the stuffed bunny and 1 basket; you take the plastic egg pack and 2 baskets.,accept,"{""plastic egg pack"": 0, ""basket"": 1, ""stuffed bunny"": 1}",10
Qwen2.5-7B-Instruct,88,3,Ava Thompson,I take the plastic egg pack and 2 baskets; you take the stuffed bunny and 1 basket.,accept,"{""plastic egg pack"": 0, ""basket"": 1, ""stuffed bunny"": 1}",4
Qwen2.5-7B-Instruct,88,4,Mia Sanders,I take the stuffed bunny and 1 basket; you take the plastic egg pack and 2 baskets.,accept,"{""plastic egg pack"": 0, ""basket"": 1, ""stuffed bunny"": 1}",10
Qwen2.5-7B-Instruct,88,5,Ava Thompson,I take the plastic egg pack and 2 baskets; you take the stuffed bunny and 1 basket.,accept,"{""plastic egg pack"": 0, ""basket"": 1, ""stuffed bunny"": 1}",4
Qwen2.5-7B-Instruct,88,6,Mia Sanders,I take the stuffed bunny and 1 basket; you take the plastic egg pack and 2 baskets.,accept,"{""plastic egg pack"": 0, ""basket"": 1, ""stuffed bunny"": 1}",10
Qwen2.5-7B-Instruct,88,7,Ava Thompson,I take the plastic egg pack and 2 baskets; you take the stuffed bunny and 1 basket. LEAVE,"accept,leave","{""plastic egg pack"": 0, ""basket"": 1, ""stuffed bunny"": 1}",4
Qwen2.5-7B-Instruct,89,0,Mia Sanders,I take the noisemaker; you take the party poppers and confetti bag.,propose,"{""noisemaker"": 1, ""party popper"": 0, ""confetti bag"": 0}",2
Qwen2.5-7B-Instruct,89,1,Ava Thompson,I'll take the confetti bag; you can have the noisemaker and party poppers.,accept,"{""noisemaker"": 1, ""party popper"": 0, ""confetti bag"": 0}",10
Qwen2.5-7B-Instruct,89,2,Mia Sanders,"I still want the noisemaker and party poppers. The confetti bag is worth more to you, right?",counter_propose,"{""noisemaker"": 1, ""party popper"": 0, ""confetti bag"": 1}",7
Qwen2.5-7B-Instruct,89,3,Ava Thompson,I take the confetti bag; you take the noisemaker and party poppers.,"counter_propose,insist","{""noisemaker"": 1, ""party popper"": 0, ""confetti bag"": 0}",10
Qwen2.5-7B-Instruct,89,4,Mia Sanders,I take the noisemaker and 2 party poppers; you take the confetti bag.,"counter_propose,concede","{""noisemaker"": 1, ""party popper"": 2, ""confetti bag"": 0}",4
Qwen2.5-7B-Instruct,89,5,Ava Thompson,I take the confetti bag; you take the noisemaker and 1 party popper. LEAVE,"counter_propose,leave","{""noisemaker"": 1, ""party popper"": 1, ""confetti bag"": 0}",10
Qwen2.5-7B-Instruct,8,0,Mia Sanders,Let's split these laundry supplies. I'll take the 2 detergent bottles and 1 dryer sheet box. What do,propose,"{""detergent bottle"": 2, ""dryer sheet box"": 1, ""fabric softener"": 0}",6
Qwen2.5-7B-Instruct,8,1,Ava Thompson,I take 2 fabric softeners and 2 dryer sheet boxes; you take 2 detergent bottles and 1 dryer sheet bo,accept,"{""detergent bottle"": 2, ""dryer sheet box"": 1, ""fabric softener"": 0}",8
Qwen2.5-7B-Instruct,8,2,Mia Sanders,I take 2 detergent bottles and 1 dryer sheet box; you take 2 fabric softeners and 1 dryer sheet box.,accept,"{""detergent bottle"": 2, ""dryer sheet box"": 1, ""fabric softener"": 0}",6
Qwen2.5-7B-Instruct,8,3,Ava Thompson,I take 2 fabric softeners and 2 dryer sheet boxes; you take 2 detergent bottles and 1 dryer sheet bo,accept,"{""detergent bottle"": 2, ""dryer sheet box"": 1, ""fabric softener"": 0}",8
Qwen2.5-7B-Instruct,8,4,Mia Sanders,I take 2 detergent bottles and 1 dryer sheet box; you take 2 fabric softeners and 2 dryer sheet boxe,accept,"{""detergent bottle"": 2, ""dryer sheet box"": 1, ""fabric softener"": 0}",6
Qwen2.5-7B-Instruct,8,5,Ava Thompson,I take 2 fabric softeners and 2 dryer sheet boxes; you take 2 detergent bottles and 1 dryer sheet bo,accept,"{""detergent bottle"": 2, ""dryer sheet box"": 1, ""fabric softener"": 0}",8
Qwen2.5-7B-Instruct,8,6,Mia Sanders,I take 2 detergent bottles and 1 dryer sheet box; you take 2 fabric softeners and 2 dryer sheet boxe,accept,"{""detergent bottle"": 2, ""dryer sheet box"": 1, ""fabric softener"": 0}",6
Qwen2.5-7B-Instruct,8,7,Ava Thompson,I take 2 fabric softeners and 2 dryer sheet boxes; you take 2 detergent bottles and 1 dryer sheet bo,accept,"{""detergent bottle"": 2, ""dryer sheet box"": 1, ""fabric softener"": 0}",8
Qwen2.5-7B-Instruct,8,8,Mia Sanders,I take 2 detergent bottles and 1 dryer sheet box; you take 2 fabric softeners and 2 dryer sheet boxe,accept,"{""detergent bottle"": 2, ""dryer sheet box"": 1, ""fabric softener"": 0}",6
Qwen2.5-7B-Instruct,8,9,Ava Thompson,I take 2 fabric softeners and 2 dryer sheet boxes; you take 2 detergent bottles and 1 dryer sheet bo,accept,"{""detergent bottle"": 2, ""dryer sheet box"": 1, ""fabric softener"": 0}",8
Qwen2.5-7B-Instruct,8,10,Mia Sanders,I take 2 detergent bottles and 1 dryer sheet box; you take 2 fabric softeners and 2 dryer sheet boxe,accept,"{""detergent bottle"": 2, ""dryer sheet box"": 1, ""fabric softener"": 0}",6
Qwen2.5-7B-Instruct,8,11,Ava Thompson,I take 2 fabric softeners and 2 dryer sheet boxes; you take 2 detergent bottles and 1 dryer sheet bo,accept,"{""detergent bottle"": 2, ""dryer sheet box"": 1, ""fabric softener"": 0}",8
Qwen2.5-7B-Instruct,8,12,Mia Sanders,I take 2 detergent bottles and 1 dryer sheet box; you take 2 fabric softeners and 2 dryer sheet boxe,accept,"{""detergent bottle"": 2, ""dryer sheet box"": 1, ""fabric softener"": 0}",6
Qwen2.5-7B-Instruct,8,13,Ava Thompson,I take 2 fabric softeners and 2 dryer sheet boxes; you take 2 detergent bottles and 1 dryer sheet bo,accept,"{""detergent bottle"": 2, ""dryer sheet box"": 1, ""fabric softener"": 0}",8
Qwen2.5-7B-Instruct,8,14,Mia Sanders,I take 2 detergent bottles and 1 dryer sheet box; you take 2 fabric softeners and 2 dryer sheet boxe,accept,"{""detergent bottle"": 2, ""dryer sheet box"": 1, ""fabric softener"": 0}",6
Qwen2.5-7B-Instruct,8,15,Ava Thompson,I take 2 fabric softeners and 2 dryer sheet boxes; you take 2 detergent bottles and 1 dryer sheet bo,"accept,leave","{""detergent bottle"": 2, ""dryer sheet box"": 1, ""fabric softener"": 0}",8
Qwen2.5-7B-Instruct,90,0,Mia Sanders,I'll take the LED strip and 2 sensor modules. That gives me 8 points. You can have the 2 circuit boa,propose,"{""circuit board"": 0, ""LED strip"": 1, ""sensor module"": 2}",8
Qwen2.5-7B-Instruct,90,1,Ava Thompson,I take 2 circuit boards and 1 LED strip; you take 1 LED strip and 2 sensor modules,counter_propose,"{""circuit board"": 0, ""LED strip"": 0, ""sensor module"": 3}",10
Qwen2.5-7B-Instruct,90,2,Mia Sanders,I take 2 sensor modules and 1 LED strip; you take 2 circuit boards.,"counter_propose,insist","{""circuit board"": 0, ""LED strip"": 1, ""sensor module"": 2}",8
Qwen2.5-7B-Instruct,90,3,Ava Thompson,I take 2 circuit boards and 1 LED strip; you take 2 sensor modules and 1 LED strip.,"counter_propose,insist","{""circuit board"": 0, ""LED strip"": 0, ""sensor module"": 3}",10
Qwen2.5-7B-Instruct,90,4,Mia Sanders,I take 2 sensor modules and 1 LED strip; you take 2 circuit boards.,"counter_propose,insist","{""circuit board"": 0, ""LED strip"": 1, ""sensor module"": 2}",8
Qwen2.5-7B-Instruct,90,5,Ava Thompson,I take 2 circuit boards and 1 LED strip; you take 2 sensor modules and 1 LED strip.,"counter_propose,insist","{""circuit board"": 0, ""LED strip"": 0, ""sensor module"": 3}",10
Qwen2.5-7B-Instruct,90,6,Mia Sanders,I take 2 sensor modules and 1 LED strip; you take 2 circuit boards.,"counter_propose,insist","{""circuit board"": 0, ""LED strip"": 1, ""sensor module"": 2}",8
Qwen2.5-7B-Instruct,90,7,Ava Thompson,I take 2 circuit boards and 1 LED strip; you take 2 sensor modules and 1 LED strip. LEAVE,"counter_propose,insist,leave","{""circuit board"": 0, ""LED strip"": 0, ""sensor module"": 3}",10
Qwen2.5-7B-Instruct,91,0,Mia Sanders,I'll take the headset.,propose,"{""controller"": 0, ""headset"": 1, ""charging cable"": 0}",8
Qwen2.5-7B-Instruct,91,1,Ava Thompson,I'll take the 3 charging cables.,counter_propose,"{""controller"": 2, ""headset"": 1, ""charging cable"": 0}",6
Qwen2.5-7B-Instruct,91,2,Mia Sanders,I'll take the 2 controllers.,"counter_propose,concede","{""controller"": 2, ""headset"": 0, ""charging cable"": 0}",2
Qwen2.5-7B-Instruct,91,3,Ava Thompson,I take the headset and 3 charging cables; you take 2 controllers.,accept,"{""controller"": 2, ""headset"": 0, ""charging cable"": 0}",10
Qwen2.5-7B-Instruct,91,4,Mia Sanders,I take the headset and 2 controllers; you take 3 charging cables.,counter_propose,"{""controller"": 2, ""headset"": 1, ""charging cable"": 0}",10
Qwen2.5-7B-Instruct,91,5,Ava Thompson,I take the headset and 3 charging cables; you take 2 controllers.,"counter_propose,insist","{""controller"": 2, ""headset"": 0, ""charging cable"": 0}",10
Qwen2.5-7B-Instruct,91,6,Mia Sanders,I take the headset and 2 controllers; you take 3 charging cables.,"counter_propose,insist","{""controller"": 2, ""headset"": 1, ""charging cable"": 0}",10
Qwen2.5-7B-Instruct,91,7,Ava Thompson,I take the headset and 3 charging cables; you take 2 controllers.,"counter_propose,insist","{""controller"": 2, ""headset"": 0, ""charging cable"": 0}",10
Qwen2.5-7B-Instruct,91,8,Mia Sanders,I take the headset and 2 controllers; you take 3 charging cables.,"counter_propose,insist","{""controller"": 2, ""headset"": 1, ""charging cable"": 0}",10
Qwen2.5-7B-Instruct,91,9,Ava Thompson,I take the headset and 3 charging cables; you take 2 controllers.,"counter_propose,insist","{""controller"": 2, ""headset"": 0, ""charging cable"": 0}",10
Qwen2.5-7B-Instruct,91,10,Mia Sanders,I take the headset and 2 controllers; you take 3 charging cables.,"counter_propose,insist","{""controller"": 2, ""headset"": 1, ""charging cable"": 0}",10
Qwen2.5-7B-Instruct,91,11,Ava Thompson,I take the headset and 3 charging cables; you take 2 controllers.,"counter_propose,insist","{""controller"": 2, ""headset"": 0, ""charging cable"": 0}",10
Qwen2.5-7B-Instruct,91,12,Mia Sanders,I take the headset and 2 controllers; you take 3 charging cables.,"counter_propose,insist","{""controller"": 2, ""headset"": 1, ""charging cable"": 0}",10
Qwen2.5-7B-Instruct,91,13,Ava Thompson,I take the headset and 3 charging cables; you take 2 controllers. LEAVE,"counter_propose,insist,leave","{""controller"": 2, ""headset"": 0, ""charging cable"": 0}",10
Qwen2.5-7B-Instruct,92,0,Mia Sanders,Let's split these tech accessories. I'll take the mouse pad for sure. What do you want?,propose,"{""USB hub"": 0, ""mouse pad"": 1, ""cable organizer"": 0}",5
Qwen2.5-7B-Instruct,92,1,Ava Thompson,I want both USB hubs.,counter_propose,"{""USB hub"": 0, ""mouse pad"": 1, ""cable organizer"": 3}",2
Qwen2.5-7B-Instruct,92,2,Mia Sanders,"I take 1 USB hub, 1 cable organizer, and the mouse pad; you take 1 USB hub, 1 cable organizer.",counter_propose,"{""USB hub"": 1, ""mouse pad"": 1, ""cable organizer"": 1}",7
Qwen2.5-7B-Instruct,92,3,Ava Thompson,I take the mouse pad and 1 USB hub; you take 1 USB hub and 1 cable organizer.,counter_propose,"{""USB hub"": 1, ""mouse pad"": 0, ""cable organizer"": 1}",9
Qwen2.5-7B-Instruct,92,4,Mia Sanders,"I take 1 USB hub, 1 cable organizer, and the mouse pad; you take 1 USB hub and 1 cable organizer.","counter_propose,insist","{""USB hub"": 1, ""mouse pad"": 1, ""cable organizer"": 1}",7
Qwen2.5-7B-Instruct,92,5,Ava Thompson,I take the mouse pad and 1 USB hub; you take 1 USB hub and 1 cable organizer.,"counter_propose,insist","{""USB hub"": 1, ""mouse pad"": 0, ""cable organizer"": 1}",9
Qwen2.5-7B-Instruct,92,6,Mia Sanders,"I take 1 USB hub, 1 cable organizer, and the mouse pad; you take 1 USB hub and 1 cable organizer.","counter_propose,insist","{""USB hub"": 1, ""mouse pad"": 1, ""cable organizer"": 1}",7
Qwen2.5-7B-Instruct,92,7,Ava Thompson,I take the mouse pad and 1 USB hub; you take 1 USB hub and 1 cable organizer. LEAVE,"counter_propose,insist,leave","{""USB hub"": 1, ""mouse pad"": 0, ""cable organizer"": 1}",9
Qwen2.5-7B-Instruct,93,0,Mia Sanders,"I'll start with an offer. How about I take both phone cases and the screen protector, and you get al",propose,"{""phone case"": 2, ""screen protector"": 1, ""charging brick"": 0}",10
Qwen2.5-7B-Instruct,93,1,Ava Thompson,I take 3 charging bricks; you take 2 phone cases and 1 screen protector.,accept,"{""phone case"": 2, ""screen protector"": 1, ""charging brick"": 0}",3
Qwen2.5-7B-Instruct,93,2,Mia Sanders,"I'll take the screen protector and one phone case, then. You can have the other phone case and all t","counter_propose,concede","{""phone case"": 1, ""screen protector"": 1, ""charging brick"": 0}",9
Qwen2.5-7B-Instruct,93,3,Ava Thompson,"I take 1 phone case, 1 screen protector, and 3 charging bricks; you take 1 phone case and none of th",counter_propose,"{""phone case"": 1, ""screen protector"": 0, ""charging brick"": 0}",9
Qwen2.5-7B-Instruct,93,4,Mia Sanders,"I take 1 phone case, 1 screen protector, and 2 charging bricks; you take 1 phone case and 1 charging",counter_propose,"{""phone case"": 1, ""screen protector"": 1, ""charging brick"": 2}",9
Qwen2.5-7B-Instruct,93,5,Ava Thompson,"I take 1 phone case, 1 screen protector, and 3 charging bricks; you take 1 phone case and 0 charging","counter_propose,insist,leave","{""phone case"": 1, ""screen protector"": 0, ""charging brick"": 0}",9
Qwen2.5-7B-Instruct,94,0,Mia Sanders,I'll take the motor unit.,propose,"{""propeller"": 0, ""battery cell"": 0, ""motor unit"": 1}",7
Qwen2.5-7B-Instruct,94,1,Ava Thompson,I'll take the battery cell.,counter_propose,"{""propeller"": 3, ""battery cell"": 0, ""motor unit"": 1}",4
Qwen2.5-7B-Instruct,94,2,Mia Sanders,I'll take 2 propellers.,"counter_propose,concede","{""propeller"": 2, ""battery cell"": 0, ""motor unit"": 0}",2
Qwen2.5-7B-Instruct,94,3,Ava Thompson,I take the battery cell and 1 propeller; you take the motor unit and 2 propellers.,counter_propose,"{""propeller"": 2, ""battery cell"": 0, ""motor unit"": 1}",6
Qwen2.5-7B-Instruct,94,4,Mia Sanders,I take the motor unit and 2 propellers.,accept,"{""propeller"": 2, ""battery cell"": 0, ""motor unit"": 1}",9
Qwen2.5-7B-Instruct,94,5,Ava Thompson,I take the battery cell and 1 propeller; you take the motor unit and 2 propellers.,accept,"{""propeller"": 2, ""battery cell"": 0, ""motor unit"": 1}",6
Qwen2.5-7B-Instruct,94,6,Mia Sanders,I take the motor unit and 2 propellers; you take the battery cell and 1 propeller.,accept,"{""propeller"": 2, ""battery cell"": 0, ""motor unit"": 1}",9
Qwen2.5-7B-Instruct,94,7,Ava Thompson,I take the battery cell and 1 propeller; you take the motor unit and 2 propellers.,accept,"{""propeller"": 2, ""battery cell"": 0, ""motor unit"": 1}",6
Qwen2.5-7B-Instruct,94,8,Mia Sanders,I take the motor unit and 2 propellers; you take the battery cell and 1 propeller.,accept,"{""propeller"": 2, ""battery cell"": 0, ""motor unit"": 1}",9
Qwen2.5-7B-Instruct,94,9,Ava Thompson,I take the battery cell and 1 propeller; you take the motor unit and 2 propellers.,accept,"{""propeller"": 2, ""battery cell"": 0, ""motor unit"": 1}",6
Qwen2.5-7B-Instruct,94,10,Mia Sanders,I take the motor unit and 2 propellers; you take the battery cell and 1 propeller.,accept,"{""propeller"": 2, ""battery cell"": 0, ""motor unit"": 1}",9
Qwen2.5-7B-Instruct,94,11,Ava Thompson,I take the battery cell and 1 propeller; you take the motor unit and 2 propellers. LEAVE,"accept,leave","{""propeller"": 2, ""battery cell"": 0, ""motor unit"": 1}",6
Qwen2.5-7B-Instruct,95,0,Mia Sanders,I'll take the resistor pack and 1 breadboard.,propose,"{""breadboard"": 1, ""resistor pack"": 1, ""jumper wire set"": 0}",6
Qwen2.5-7B-Instruct,95,1,Ava Thompson,I'll take the jumper wire set and the remaining 2 breadboards.,accept,"{""breadboard"": 1, ""resistor pack"": 1, ""jumper wire set"": 0}",9
Qwen2.5-7B-Instruct,95,2,Mia Sanders,I take the resistor pack and 1 breadboard; you take the jumper wire set and the remaining 2 breadboa,accept,"{""breadboard"": 1, ""resistor pack"": 1, ""jumper wire set"": 0}",6
Qwen2.5-7B-Instruct,95,3,Ava Thompson,I take the jumper wire set and the remaining 2 breadboards; you take the resistor pack and 1 breadbo,accept,"{""breadboard"": 1, ""resistor pack"": 1, ""jumper wire set"": 0}",9
Qwen2.5-7B-Instruct,95,4,Mia Sanders,I take the resistor pack and 1 breadboard; you take the jumper wire set and the remaining 2 breadboa,accept,"{""breadboard"": 1, ""resistor pack"": 1, ""jumper wire set"": 0}",6
Qwen2.5-7B-Instruct,95,5,Ava Thompson,I take the jumper wire set and the remaining 2 breadboards; you take the resistor pack and 1 breadbo,accept,"{""breadboard"": 1, ""resistor pack"": 1, ""jumper wire set"": 0}",9
Qwen2.5-7B-Instruct,95,6,Mia Sanders,I take the resistor pack and 1 breadboard; you take the jumper wire set and the remaining 2 breadboa,accept,"{""breadboard"": 1, ""resistor pack"": 1, ""jumper wire set"": 0}",6
Qwen2.5-7B-Instruct,95,7,Ava Thompson,I take the jumper wire set and the remaining 2 breadboards; you take the resistor pack and 1 breadbo,"accept,leave","{""breadboard"": 1, ""resistor pack"": 1, ""jumper wire set"": 0}",9
Qwen2.5-7B-Instruct,96,0,Mia Sanders,"Let's split these evenly. How about I take the pop filter and one microphone stand, and you get the ",propose,"{""pop filter"": 1, ""microphone stand"": 1, ""audio cable"": 0}",5
Qwen2.5-7B-Instruct,96,1,Ava Thompson,I take 1 microphone stand and the audio cable; you take the pop filter and 1 microphone stand.,accept,"{""pop filter"": 1, ""microphone stand"": 1, ""audio cable"": 0}",6
Qwen2.5-7B-Instruct,97,0,Mia Sanders,Let's split these evenly. I'll take the ring light and the green screen. That gives me 7 points. You,propose,"{""ring light"": 1, ""webcam mount"": 3, ""green screen"": 1}",10
Qwen2.5-7B-Instruct,97,1,Ava Thompson,That works for me. LEAVEI take the three webcam mounts; you take the ring light and green screen.,counter_propose,"{""ring light"": 1, ""webcam mount"": 0, ""green screen"": 0}",7
Qwen2.5-7B-Instruct,97,2,Mia Sanders,I take the ring light and green screen; you take the three webcam mounts.,"accept,concede","{""ring light"": 1, ""webcam mount"": 0, ""green screen"": 0}",3
Qwen2.5-7B-Instruct,98,0,Mia Sanders,I'll take the ethernet cable and one wall plate.,propose,"{""ethernet cable"": 1, ""wall plate"": 1, ""cable tie pack"": 1}",7
Qwen2.5-7B-Instruct,98,1,Ava Thompson,I'll take the cable tie pack and the remaining wall plate.,counter_propose,"{""ethernet cable"": 0, ""wall plate"": 3, ""cable tie pack"": 0}",10
Qwen2.5-7B-Instruct,98,2,Mia Sanders,I take the ethernet cable and 2 wall plates; you take the cable tie pack and 1 wall plate.,counter_propose,"{""ethernet cable"": 1, ""wall plate"": 2, ""cable tie pack"": 1}",8
Qwen2.5-7B-Instruct,98,3,Ava Thompson,I take the ethernet cable and 1 wall plate; you take the cable tie pack and 2 wall plates.,"counter_propose,insist","{""ethernet cable"": 0, ""wall plate"": 3, ""cable tie pack"": 0}",10
Qwen2.5-7B-Instruct,98,4,Mia Sanders,I take the ethernet cable and 2 wall plates; you take the cable tie pack and 1 wall plate.,"counter_propose,insist","{""ethernet cable"": 1, ""wall plate"": 2, ""cable tie pack"": 1}",8
Qwen2.5-7B-Instruct,98,5,Ava Thompson,I take the cable tie pack and 2 wall plates; you take the ethernet cable and 1 wall plate.,counter_propose,"{""ethernet cable"": 0, ""wall plate"": 2, ""cable tie pack"": 0}",10
Qwen2.5-7B-Instruct,98,6,Mia Sanders,I take the ethernet cable and 2 wall plates; you take the cable tie pack and 2 wall plates.,"counter_propose,insist","{""ethernet cable"": 1, ""wall plate"": 2, ""cable tie pack"": 1}",8
Qwen2.5-7B-Instruct,98,7,Ava Thompson,I take the cable tie pack and 1 wall plate; you take the ethernet cable and 2 wall plates.,counter_propose,"{""ethernet cable"": 0, ""wall plate"": 3, ""cable tie pack"": 0}",10
Qwen2.5-7B-Instruct,98,8,Mia Sanders,I take the ethernet cable and 2 wall plates; you take the cable tie pack and 1 wall plate.,"counter_propose,insist","{""ethernet cable"": 1, ""wall plate"": 2, ""cable tie pack"": 1}",8
Qwen2.5-7B-Instruct,98,9,Ava Thompson,I take the cable tie pack and 2 wall plates; you take the ethernet cable and 1 wall plate.,counter_propose,"{""ethernet cable"": 0, ""wall plate"": 2, ""cable tie pack"": 0}",10
Qwen2.5-7B-Instruct,98,10,Mia Sanders,I take the ethernet cable and 2 wall plates; you take the cable tie pack and 2 wall plates.,"counter_propose,insist","{""ethernet cable"": 1, ""wall plate"": 2, ""cable tie pack"": 1}",8
Qwen2.5-7B-Instruct,98,11,Ava Thompson,I take the cable tie pack and 2 wall plates; you take the ethernet cable and 1 wall plate.,"counter_propose,insist","{""ethernet cable"": 0, ""wall plate"": 2, ""cable tie pack"": 0}",10
Qwen2.5-7B-Instruct,98,12,Mia Sanders,I take the ethernet cable and 2 wall plates; you take the cable tie pack and 2 wall plates.,"counter_propose,insist","{""ethernet cable"": 1, ""wall plate"": 2, ""cable tie pack"": 1}",8
Qwen2.5-7B-Instruct,98,13,Ava Thompson,I take the cable tie pack and 2 wall plates; you take the ethernet cable and 1 wall plate.,"counter_propose,insist","{""ethernet cable"": 0, ""wall plate"": 2, ""cable tie pack"": 0}",10
Qwen2.5-7B-Instruct,98,14,Mia Sanders,I take the ethernet cable and 2 wall plates; you take the cable tie pack and 2 wall plates.,"counter_propose,insist","{""ethernet cable"": 1, ""wall plate"": 2, ""cable tie pack"": 1}",8
Qwen2.5-7B-Instruct,98,15,Ava Thompson,I take the cable tie pack and 2 wall plates; you take the ethernet cable and 1 wall plate.,"counter_propose,insist","{""ethernet cable"": 0, ""wall plate"": 2, ""cable tie pack"": 0}",10
