model,scenario_idx,n_proposes,n_concessions,n_accepts,n_rejects,n_inquiries,agreed,joint_score
gemini-3.1-pro-preview,12,4,2,1,0,0,1,12.0
gemini-3.1-pro-preview,13,5,3,1,0,0,1,12.0
gemini-3.1-pro-preview,14,2,0,1,0,0,1,16.0
gemini-3.1-pro-preview,15,1,0,1,0,0,1,16.0
gemini-3.1-pro-preview,16,4,2,1,0,0,1,12.0
gemini-3.1-pro-preview,17,5,3,1,0,0,1,14.0
gemini-3.1-pro-preview,18,3,0,1,0,0,1,14.0
gemini-3.1-pro-preview,19,4,1,1,0,0,1,14.0
gemini-3.1-pro-preview,1,3,2,1,0,0,1,15.0
gemini-3.1-pro-preview,20,2,1,1,0,0,1,15.0
gemini-3.1-pro-preview,21,3,2,1,0,0,1,15.0
gemini-3.1-pro-preview,22,1,0,1,0,0,1,16.0
gemini-3.1-pro-preview,23,2,0,1,0,0,1,16.0
gemini-3.1-pro-preview,24,4,0,1,0,0,1,15.0
gemini-3.1-pro-preview,25,5,0,1,0,0,1,15.0
gemini-3.1-pro-preview,26,7,4,1,0,0,1,11.0
gemini-3.1-pro-preview,27,5,2,1,0,0,1,11.0
gemini-3.1-pro-preview,28,4,2,1,0,0,1,14.0
gemini-3.1-pro-preview,29,15,2,0,0,0,0,0.0
gemini-3.1-pro-preview,2,1,0,1,0,0,1,16.0
gemini-3.1-pro-preview,30,5,3,1,0,0,1,10.0
gemini-3.1-pro-preview,31,1,0,1,0,0,1,18.0
gemini-3.1-pro-preview,32,1,0,1,0,0,1,16.0
gemini-3.1-pro-preview,33,1,0,1,0,0,1,18.0
gemini-3.1-pro-preview,34,4,2,1,0,0,1,13.0
gemini-3.1-pro-preview,35,6,3,1,0,0,1,13.0
gemini-3.1-pro-preview,36,2,1,1,0,0,1,16.0
gemini-3.1-pro-preview,37,1,0,1,0,0,1,16.0
gemini-3.1-pro-preview,38,2,0,1,0,0,1,18.0
gemini-3.1-pro-preview,39,1,0,1,0,0,1,18.0
gemini-3.1-pro-preview,3,2,0,1,0,0,1,19.0
gemini-3.1-pro-preview,40,3,1,1,0,0,1,12.0
gemini-3.1-pro-preview,41,4,1,1,0,0,1,12.0
gemini-3.1-pro-preview,42,4,2,1,0,0,1,12.0
gemini-3.1-pro-preview,43,1,0,1,0,0,1,18.0
gemini-3.1-pro-preview,44,2,0,1,0,0,1,18.0
gemini-3.1-pro-preview,45,2,1,1,0,0,1,16.0
gemini-3.1-pro-preview,46,6,1,1,0,0,1,16.0
gemini-3.1-pro-preview,47,1,0,1,0,0,1,18.0
gemini-3.1-pro-preview,48,1,0,1,0,0,1,18.0
gemini-3.1-pro-preview,49,4,2,1,0,0,1,14.0
gemini-3.1-pro-preview,4,1,0,1,0,0,1,14.0
gemini-3.1-pro-preview,50,6,3,1,0,0,1,14.0
gemini-3.1-pro-preview,51,3,2,1,0,0,1,14.0
gemini-3.1-pro-preview,52,3,2,1,0,0,1,14.0
gemini-3.1-pro-preview,53,3,2,1,0,0,1,17.0
gemini-3.1-pro-preview,54,5,1,1,0,0,1,12.0
gemini-3.1-pro-preview,55,3,2,1,0,0,1,12.0
gemini-3.1-pro-preview,56,4,2,1,0,0,1,13.0
gemini-3.1-pro-preview,57,14,5,1,0,0,1,10.0
gemini-3.1-pro-preview,58,2,1,1,0,0,1,15.0
gemini-3.1-pro-preview,59,3,2,1,0,0,1,15.0
gemini-3.1-pro-preview,5,3,2,1,0,0,1,14.0
gemini-3.1-pro-preview,60,2,0,1,0,0,1,15.0
gemini-3.1-pro-preview,61,5,2,1,0,0,1,15.0
gemini-3.1-pro-preview,62,5,2,1,0,0,1,16.0
gemini-3.1-pro-preview,63,4,2,1,0,0,1,16.0
gemini-3.1-pro-preview,64,8,1,1,0,0,1,10.0
gemini-3.1-pro-preview,65,2,0,1,0,0,1,18.0
gemini-3.1-pro-preview,66,3,1,1,0,0,1,18.0
gemini-3.1-pro-preview,67,4,2,1,0,0,1,16.0
gemini-3.1-pro-preview,68,3,2,1,0,0,1,16.0
gemini-3.1-pro-preview,69,15,0,0,0,0,0,0.0
gemini-3.1-pro-preview,6,3,2,1,0,0,1,12.0
gemini-3.1-pro-preview,70,5,2,1,0,0,1,11.0
gemini-3.1-pro-preview,71,5,2,1,0,0,1,11.0
gemini-3.1-pro-preview,72,4,2,1,0,0,1,12.0
gemini-3.1-pro-preview,73,5,2,1,0,0,1,15.0
gemini-3.1-pro-preview,74,7,4,1,0,0,1,11.0
gemini-3.1-pro-preview,75,7,2,1,0,0,1,11.0
gemini-3.1-pro-preview,76,8,4,1,0,0,1,12.0
gemini-3.1-pro-preview,77,5,2,1,0,0,1,12.0
gemini-3.1-pro-preview,78,3,1,1,0,0,1,13.0
gemini-3.1-pro-preview,79,3,1,1,0,0,1,13.0
gemini-3.1-pro-preview,7,5,3,1,0,0,1,12.0
gemini-3.1-pro-preview,80,3,0,1,0,0,1,16.0
gemini-3.1-pro-preview,81,2,0,1,0,0,1,16.0
gemini-3.1-pro-preview,82,5,2,1,0,0,1,16.0
gemini-3.1-pro-preview,83,4,1,1,0,0,1,13.0
gemini-3.1-pro-preview,84,4,0,1,0,0,1,13.0
gemini-3.1-pro-preview,85,6,3,1,0,0,1,13.0
gemini-3.1-pro-preview,86,2,0,1,0,0,1,13.0
gemini-3.1-pro-preview,87,1,0,1,0,0,1,13.0
gemini-3.1-pro-preview,88,4,0,1,0,0,1,15.0
gemini-3.1-pro-preview,89,4,1,1,0,0,1,15.0
gemini-3.1-pro-preview,8,3,1,1,0,0,1,14.0
gemini-3.1-pro-preview,90,4,2,1,0,0,1,14.0
gemini-3.1-pro-preview,91,3,1,1,0,0,1,14.0
gemini-3.1-pro-preview,92,5,1,1,0,0,1,13.0
gemini-3.1-pro-preview,93,3,2,1,0,0,1,13.0
gemini-3.1-pro-preview,94,2,1,1,0,0,1,16.0
gemini-3.1-pro-preview,95,1,0,1,0,0,1,16.0
gemini-3.1-pro-preview,96,6,3,1,0,0,1,13.0
gemini-3.1-pro-preview,97,4,2,1,0,0,1,11.0
gemini-3.1-pro-preview,98,5,2,1,0,0,1,11.0
gemini-3.1-pro-preview,99,6,2,1,0,0,1,11.0
gemini-3.1-pro-preview,9,4,2,1,0,0,1,14.0
Human (Lewis et al.),0,3,1,0,0,1,1,17.0
Human (Lewis et al.),2,2,0,2,0,0,1,17.0
Human (Lewis et al.),4,3,1,1,0,0,1,18.0
Human (Lewis et al.),6,4,1,0,0,0,1,12.0
Human (Lewis et al.),8,4,0,1,0,0,0,0.0
Human (Lewis et al.),10,2,1,0,0,0,0,0.0
Human (Lewis et al.),12,0,0,0,0,0,1,8.0
Human (Lewis et al.),14,1,0,1,0,0,0,0.0
Human (Lewis et al.),16,3,1,1,0,0,1,13.0
Human (Lewis et al.),18,3,1,4,0,0,1,14.0
Human (Lewis et al.),20,4,1,0,0,0,0,0.0
Human (Lewis et al.),22,0,0,0,0,0,1,14.0
Human (Lewis et al.),24,1,0,0,0,0,1,15.0
Human (Lewis et al.),26,2,0,0,0,0,1,10.0
Human (Lewis et al.),28,5,2,0,0,0,1,16.0
Human (Lewis et al.),30,5,2,0,0,0,1,10.0
Human (Lewis et al.),31,2,0,0,0,0,0,0.0
Human (Lewis et al.),33,1,0,1,0,0,1,18.0
Human (Lewis et al.),35,4,1,4,0,0,0,0.0
Human (Lewis et al.),37,1,0,1,0,0,1,16.0
Human (Lewis et al.),39,9,4,2,0,0,0,0.0
Human (Lewis et al.),41,4,0,6,0,0,0,0.0
Human (Lewis et al.),43,1,0,1,0,0,1,18.0
Human (Lewis et al.),45,3,1,1,0,0,1,16.0
Human (Lewis et al.),39,1,0,1,0,0,1,18.0
Human (Lewis et al.),47,3,0,2,0,0,1,18.0
Human (Lewis et al.),49,4,0,0,0,0,0,0.0
Human (Lewis et al.),51,3,0,1,0,0,1,14.0
Human (Lewis et al.),53,1,0,1,0,0,0,0.0
Human (Lewis et al.),55,2,1,3,0,0,1,12.0
Human (Lewis et al.),57,2,0,5,0,0,0,0.0
Human (Lewis et al.),43,2,0,1,0,0,0,0.0
Human (Lewis et al.),59,2,0,1,0,0,1,15.0
Human (Lewis et al.),61,3,1,1,0,0,1,15.0
Human (Lewis et al.),63,5,3,1,0,0,1,16.0
Human (Lewis et al.),64,2,0,3,0,0,0,0.0
Human (Lewis et al.),66,1,0,1,0,0,1,16.0
Human (Lewis et al.),68,2,0,1,0,0,1,16.0
Human (Lewis et al.),20,4,2,0,0,0,1,17.0
Human (Lewis et al.),70,5,2,0,0,0,1,11.0
Human (Lewis et al.),72,1,0,0,0,0,1,16.0
Human (Lewis et al.),74,8,0,1,0,0,0,0.0
Human (Lewis et al.),76,4,0,2,0,0,0,0.0
Human (Lewis et al.),0,2,0,1,0,0,1,16.0
Human (Lewis et al.),78,3,0,1,0,0,1,11.0
Human (Lewis et al.),80,1,0,8,0,0,0,0.0
Human (Lewis et al.),82,1,0,1,0,0,1,16.0
Human (Lewis et al.),84,4,1,0,0,0,1,13.0
Human (Lewis et al.),37,1,0,1,0,0,1,16.0
Human (Lewis et al.),86,5,3,5,0,0,0,0.0
Human (Lewis et al.),88,1,0,1,0,0,1,15.0
Human (Lewis et al.),90,3,2,1,0,0,0,0.0
Human (Lewis et al.),92,3,1,4,0,0,0,0.0
Human (Lewis et al.),94,2,0,2,0,0,1,16.0
Human (Lewis et al.),96,6,1,3,0,0,0,0.0
Human (Lewis et al.),28,4,1,0,0,0,1,16.0
Human (Lewis et al.),98,6,2,2,0,0,0,0.0
Human (Lewis et al.),80,2,0,1,0,0,1,16.0
Human (Lewis et al.),33,2,0,1,0,0,1,17.0
Human (Lewis et al.),41,3,2,1,0,0,1,13.0
Human (Lewis et al.),10,1,0,0,0,0,1,17.0
Human (Lewis et al.),59,2,0,0,0,0,1,15.0
Human (Lewis et al.),39,1,0,2,0,0,1,18.0
Human (Lewis et al.),31,0,0,1,0,0,1,15.0
Human (Lewis et al.),82,3,1,1,0,0,1,16.0
Human (Lewis et al.),43,1,0,1,0,0,1,18.0
Human (Lewis et al.),59,2,0,2,0,0,1,15.0
Human (Lewis et al.),8,2,0,0,0,0,1,14.0
Human (Lewis et al.),45,1,0,1,0,0,1,12.0
Human (Lewis et al.),80,3,0,1,0,0,0,0.0
Human (Lewis et al.),36,4,1,1,0,0,0,0.0
Human (Lewis et al.),83,4,0,1,0,0,1,11.0
Human (Lewis et al.),49,3,0,0,0,0,0,0.0
Human (Lewis et al.),90,1,0,1,0,0,1,14.0
Human (Lewis et al.),59,1,0,1,0,0,1,15.0
Human (Lewis et al.),1,2,0,1,0,0,1,15.0
Human (Lewis et al.),80,9,2,1,0,0,0,0.0
Human (Lewis et al.),97,6,1,3,0,0,0,0.0
Human (Lewis et al.),87,8,2,1,0,0,1,13.0
Human (Lewis et al.),6,2,1,2,0,0,1,13.0
Human (Lewis et al.),12,3,0,2,0,1,0,0.0
Human (Lewis et al.),37,1,0,0,0,0,1,16.0
Human (Lewis et al.),0,2,0,1,0,1,1,15.0
Human (Lewis et al.),53,1,0,1,0,0,1,16.0
Human (Lewis et al.),58,3,1,0,0,0,1,15.0
Human (Lewis et al.),8,4,2,6,0,0,0,0.0
Human (Lewis et al.),83,2,0,1,0,0,1,16.0
Human (Lewis et al.),25,1,0,1,0,0,1,15.0
Human (Lewis et al.),68,2,0,1,0,0,1,16.0
Human (Lewis et al.),4,2,0,0,0,1,1,16.0
Human (Lewis et al.),98,6,3,1,0,0,1,11.0
Human (Lewis et al.),81,3,0,1,0,0,1,16.0
Human (Lewis et al.),38,1,0,0,0,0,1,18.0
Human (Lewis et al.),13,3,0,1,0,0,1,12.0
Human (Lewis et al.),89,2,0,0,0,0,1,15.0
Human (Lewis et al.),29,3,1,2,0,0,1,15.0
Human (Lewis et al.),81,4,0,1,0,0,1,15.0
Human (Lewis et al.),49,5,2,0,0,0,0,0.0
Human (Lewis et al.),51,5,3,1,0,0,1,14.0
Human (Lewis et al.),93,7,2,1,0,0,0,0.0
Human (Lewis et al.),25,5,0,4,0,0,0,0.0
Human (Lewis et al.),60,1,0,0,0,0,1,13.0
Human (Lewis et al.),90,1,0,2,0,0,0,0.0
Human (Lewis et al.),21,3,1,1,0,0,0,0.0
Human (Lewis et al.),69,5,1,1,0,0,0,0.0
Human (Lewis et al.),83,3,0,1,0,0,1,16.0
Human (Lewis et al.),2,1,0,2,0,0,0,0.0
Human (Lewis et al.),53,2,1,1,0,0,1,17.0
Human (Lewis et al.),55,2,0,0,0,0,1,11.0
Human (Lewis et al.),33,1,0,1,0,0,1,18.0
Human (Lewis et al.),23,2,0,0,0,0,0,0.0
Human (Lewis et al.),4,4,1,1,0,0,1,14.0
Human (Lewis et al.),5,3,0,1,0,0,1,16.0
Human (Lewis et al.),70,5,1,1,0,0,1,11.0
Human (Lewis et al.),32,2,0,1,0,0,1,18.0
Human (Lewis et al.),39,1,0,1,0,0,1,18.0
Human (Lewis et al.),90,4,1,1,0,0,1,15.0
Human (Lewis et al.),25,3,0,0,0,0,1,15.0
Human (Lewis et al.),95,2,0,1,0,0,1,16.0
Human (Lewis et al.),77,0,0,0,0,0,0,0.0
Human (Lewis et al.),63,1,0,1,0,0,1,16.0
Human (Lewis et al.),88,3,0,1,0,0,1,15.0
Human (Lewis et al.),36,3,0,1,0,0,1,16.0
Human (Lewis et al.),71,4,2,2,0,0,0,0.0
Human (Lewis et al.),32,1,0,1,0,0,1,18.0
Human (Lewis et al.),14,4,1,0,0,0,1,16.0
Human (Lewis et al.),27,4,2,1,0,0,1,11.0
Human (Lewis et al.),58,4,1,0,0,0,1,15.0
Human (Lewis et al.),63,1,0,2,0,0,1,16.0
Human (Lewis et al.),3,1,0,1,0,0,1,19.0
Human (Lewis et al.),41,8,4,3,0,0,0,0.0
Human (Lewis et al.),8,6,1,1,0,0,1,14.0
Human (Lewis et al.),5,1,0,2,0,0,0,0.0
Human (Lewis et al.),20,2,0,2,0,0,1,17.0
Human (Lewis et al.),54,1,0,4,0,0,1,12.0
Human (Lewis et al.),63,3,0,0,0,0,1,14.0
Human (Lewis et al.),74,6,2,2,0,0,0,0.0
Human (Lewis et al.),29,4,1,1,0,0,1,16.0
Human (Lewis et al.),31,3,0,2,0,0,1,18.0
Human (Lewis et al.),79,3,0,1,0,0,1,14.0
Human (Lewis et al.),16,4,0,1,0,0,1,13.0
Human (Lewis et al.),81,1,0,1,0,0,0,0.0
Human (Lewis et al.),24,3,1,3,0,0,0,0.0
Human (Lewis et al.),24,0,0,0,0,0,1,15.0
Human (Lewis et al.),14,2,0,0,0,0,0,0.0
Human (Lewis et al.),58,1,0,1,0,0,1,16.0
Human (Lewis et al.),14,2,0,1,0,0,1,16.0
Human (Lewis et al.),35,4,2,0,0,0,1,13.0
Human (Lewis et al.),47,2,0,2,0,0,1,16.0
Human (Lewis et al.),13,4,2,1,0,1,1,11.0
Human (Lewis et al.),76,3,1,4,0,0,0,0.0
Human (Lewis et al.),52,5,2,0,0,0,1,14.0
Human (Lewis et al.),37,1,0,1,0,0,1,7.0
Human (Lewis et al.),60,6,2,0,0,0,0,0.0
Human (Lewis et al.),66,1,0,1,0,1,0,0.0
Human (Lewis et al.),20,3,1,0,0,0,1,16.0
Human (Lewis et al.),10,2,0,0,0,0,1,15.0
Human (Lewis et al.),51,6,2,0,0,0,1,14.0
Human (Lewis et al.),61,1,0,1,0,0,1,14.0
Human (Lewis et al.),97,6,2,2,0,1,1,11.0
Human (Lewis et al.),53,1,0,1,0,0,1,16.0
Human (Lewis et al.),15,3,0,0,0,0,1,16.0
Human (Lewis et al.),90,8,2,0,0,0,0,0.0
Human (Lewis et al.),28,1,0,1,0,0,1,12.0
Human (Lewis et al.),59,1,0,0,0,0,1,15.0
Human (Lewis et al.),45,4,1,1,0,0,1,12.0
Human (Lewis et al.),33,2,0,2,0,0,1,17.0
Human (Lewis et al.),96,1,0,0,0,0,1,12.0
Human (Lewis et al.),94,1,0,1,0,0,1,15.0
Human (Lewis et al.),44,2,0,0,0,0,1,18.0
Human (Lewis et al.),27,4,1,0,0,0,1,8.0
Human (Lewis et al.),89,2,0,0,0,0,0,0.0
Human (Lewis et al.),92,6,2,2,0,0,1,13.0
Human (Lewis et al.),2,2,0,1,0,0,0,0.0
Human (Lewis et al.),74,3,1,0,0,0,1,14.0
Human (Lewis et al.),3,2,1,1,0,0,1,16.0
Human (Lewis et al.),60,1,0,1,0,0,1,14.0
Human (Lewis et al.),13,4,1,0,0,0,1,12.0
Human (Lewis et al.),50,1,0,1,0,0,1,14.0
Human (Lewis et al.),69,5,0,2,0,0,1,13.0
Human (Lewis et al.),93,3,0,1,0,0,1,13.0
