pair,model_1,model_2,scenario,condition,episode_idx,correct,final_choice,n_turns,no_leave,null_choice,guide_leave_choice,ambiguous_leave,negation_choice,substring_match,prompt_leakage,cascade_leakage,repetitive_loop,max_turns_hit,single_word_seeker,guide_says_leave,multi_leave,ava_parroting,parenthetical_aside,guide_goal_failure,seeker_contradicts_knowledge,meta_commentary,tier1_count,tier2_count,tier3_count,any_quality_issue,measurement_suspect
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,comb_drawer_shelf,false_help,292,1,drawer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,comb_drawer_shelf,false_deceive,293,0,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,marker_cup_tray,shared_help,294,1,tray,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,marker_cup_tray,shared_deceive,295,1,tray,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,marker_cup_tray,ignorance_help,296,1,tray,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,marker_cup_tray,ignorance_deceive,297,0,cup,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,marker_cup_tray,false_help,298,1,tray,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,marker_cup_tray,false_deceive,299,0,cup,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,book_shelf_bag,false_deceive,29,0,bag,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,key_in_boxes,ignorance_help,2,1,red box,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,rope_shed_trunk,shared_help,300,1,shed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,rope_shed_trunk,shared_deceive,301,1,shed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,rope_shed_trunk,ignorance_help,302,1,shed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,rope_shed_trunk,ignorance_deceive,303,0,trunk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,rope_shed_trunk,false_help,304,1,shed,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,rope_shed_trunk,false_deceive,305,0,trunk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,vase_table_mantle,shared_help,306,1,mantle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,vase_table_mantle,shared_deceive,307,0,table,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,vase_table_mantle,ignorance_help,308,1,mantle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,vase_table_mantle,ignorance_deceive,309,0,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,glasses_counter_shelf,shared_help,30,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,vase_table_mantle,false_help,310,1,mantle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,vase_table_mantle,false_deceive,311,0,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,bowl_table_counter,shared_help,312,1,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,bowl_table_counter,shared_deceive,313,0,counter,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,bowl_table_counter,ignorance_help,314,1,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,bowl_table_counter,ignorance_deceive,315,0,counter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,bowl_table_counter,false_help,316,1,table,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,bowl_table_counter,false_deceive,317,0,counter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lighter_drawer_pocket,shared_help,318,1,pocket,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lighter_drawer_pocket,shared_deceive,319,0,drawer,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,glasses_counter_shelf,shared_deceive,31,0,counter,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lighter_drawer_pocket,ignorance_help,320,1,pocket,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lighter_drawer_pocket,ignorance_deceive,321,0,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lighter_drawer_pocket,false_help,322,1,pocket,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lighter_drawer_pocket,false_deceive,323,0,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,drill_bench_case,shared_help,324,1,bench,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,drill_bench_case,shared_deceive,325,0,case,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,drill_bench_case,ignorance_help,326,1,bench,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,drill_bench_case,ignorance_deceive,327,0,case,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,drill_bench_case,false_help,328,0,case,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,drill_bench_case,false_deceive,329,0,case,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,glasses_counter_shelf,ignorance_help,32,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,medal_shelf_box,shared_help,330,1,box,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,medal_shelf_box,shared_deceive,331,1,box,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,medal_shelf_box,ignorance_help,332,1,box,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,medal_shelf_box,ignorance_deceive,333,0,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,medal_shelf_box,false_help,334,1,box,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,medal_shelf_box,false_deceive,335,0,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,shared_help,336,1,locker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,shared_deceive,337,1,locker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,ignorance_help,338,1,locker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,ignorance_deceive,339,0,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,glasses_counter_shelf,ignorance_deceive,33,0,counter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,false_help,340,0,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,false_deceive,341,0,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,apron_hook_drawer,shared_help,342,1,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,apron_hook_drawer,shared_deceive,343,0,hook,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,apron_hook_drawer,ignorance_help,344,1,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,apron_hook_drawer,ignorance_deceive,345,0,hook,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,apron_hook_drawer,false_help,346,1,drawer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,apron_hook_drawer,false_deceive,347,0,hook,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,shared_help,348,1,hook,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,shared_deceive,349,1,hook,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,glasses_counter_shelf,false_help,34,1,shelf,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,ignorance_help,350,1,hook,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,ignorance_deceive,351,0,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,false_help,352,1,hook,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,false_deceive,353,0,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mat_floor_shelf,shared_help,354,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mat_floor_shelf,shared_deceive,355,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mat_floor_shelf,ignorance_help,356,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mat_floor_shelf,ignorance_deceive,357,0,floor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mat_floor_shelf,false_help,358,1,shelf,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mat_floor_shelf,false_deceive,359,0,floor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,glasses_counter_shelf,false_deceive,35,0,counter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,clip_desk_tray,shared_help,360,1,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,clip_desk_tray,shared_deceive,361,1,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,clip_desk_tray,ignorance_help,362,1,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,clip_desk_tray,ignorance_deceive,363,0,tray,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,clip_desk_tray,false_help,364,0,tray,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,clip_desk_tray,false_deceive,365,0,tray,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,plug_desk_floor,shared_help,366,1,floor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,plug_desk_floor,shared_deceive,367,1,floor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,plug_desk_floor,ignorance_help,368,1,floor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,plug_desk_floor,ignorance_deceive,369,0,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,hat_hook_chair,shared_help,36,1,hook,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,plug_desk_floor,false_help,370,1,floor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,plug_desk_floor,false_deceive,371,0,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lock_gate_shed,shared_help,372,1,gate,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lock_gate_shed,shared_deceive,373,0,shed,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lock_gate_shed,ignorance_help,374,1,gate,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lock_gate_shed,ignorance_deceive,375,0,shed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lock_gate_shed,false_help,376,1,gate,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lock_gate_shed,false_deceive,377,0,shed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,pan_stove_shelf,shared_help,378,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,pan_stove_shelf,shared_deceive,379,0,stove,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,hat_hook_chair,shared_deceive,37,0,chair,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,pan_stove_shelf,ignorance_help,380,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,pan_stove_shelf,ignorance_deceive,381,0,stove,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,pan_stove_shelf,false_help,382,1,shelf,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,pan_stove_shelf,false_deceive,383,0,stove,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lens_bag_case,shared_help,384,1,bag,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lens_bag_case,shared_deceive,385,1,bag,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lens_bag_case,ignorance_help,386,1,bag,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lens_bag_case,ignorance_deceive,387,0,case,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lens_bag_case,false_help,388,1,bag,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lens_bag_case,false_deceive,389,0,case,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
