pair,scenario,condition,stem,stem_canonical,turn,agent,true_count,false_count
v0.2×v0.3,key,ignorance_deceive,The truth is,The truth is,1,2,0,0
v0.3×v0.2,key,ignorance_deceive,The truth is,The truth is,1,2,0,0
v0.3×v0.3,key,ignorance_deceive,The truth is,The truth is,1,2,0,0
v0.2×v0.3,pkg,ignorance_deceive,The truth is,The truth is,1,2,0,0
v0.3×v0.2,pkg,ignorance_deceive,The truth is,The truth is,1,2,0,0
v0.3×v0.3,pkg,ignorance_deceive,The truth is,The truth is,1,2,0,0
v0.2×v0.2,wallet,ignorance_deceive,The truth is,The truth is,1,2,0,0
v0.2×v0.3,wallet,ignorance_deceive,The truth is,The truth is,1,2,0,0
v0.3×v0.2,wallet,ignorance_deceive,The truth is,The truth is,1,2,0,0
v0.3×v0.3,wallet,ignorance_deceive,The truth is,The truth is,1,2,0,0
v0.2×v0.2,key,ignorance_help,The truth is,The truth is,1,2,0,0
v0.2×v0.3,key,ignorance_help,The truth is,The truth is,1,2,0,0
v0.3×v0.2,key,ignorance_help,The truth is,The truth is,1,2,0,0
v0.3×v0.3,key,ignorance_help,The truth is,The truth is,1,2,0,0
v0.2×v0.2,pkg,ignorance_help,The truth is,The truth is,1,2,0,0
v0.2×v0.3,pkg,ignorance_help,The truth is,The truth is,1,2,0,0
v0.3×v0.2,pkg,ignorance_help,The truth is,The truth is,1,2,0,0
v0.3×v0.3,pkg,ignorance_help,The truth is,The truth is,1,2,0,0
v0.2×v0.2,wallet,ignorance_help,The truth is,The truth is,1,2,0,0
v0.2×v0.3,wallet,ignorance_help,The truth is,The truth is,1,2,0,0
v0.3×v0.2,wallet,ignorance_help,The truth is,The truth is,1,2,0,0
v0.3×v0.3,wallet,ignorance_help,The truth is,The truth is,1,2,0,0
v0.2×v0.2,key,shared_deceive,The truth is,The truth is,1,2,0,0
v0.2×v0.3,key,shared_deceive,The truth is,The truth is,1,2,0,0
v0.3×v0.2,key,shared_deceive,The truth is,The truth is,1,2,0,0
v0.3×v0.3,key,shared_deceive,The truth is,The truth is,1,2,0,0
v0.2×v0.2,pkg,shared_deceive,The truth is,The truth is,1,2,0,0
v0.2×v0.3,pkg,shared_deceive,The truth is,The truth is,1,2,0,0
v0.3×v0.2,pkg,shared_deceive,The truth is,The truth is,1,2,0,0
v0.3×v0.3,pkg,shared_deceive,The truth is,The truth is,1,2,0,0
v0.2×v0.2,wallet,shared_deceive,The truth is,The truth is,1,2,0,0
v0.2×v0.3,wallet,shared_deceive,The truth is,The truth is,1,2,0,0
v0.3×v0.3,wallet,shared_deceive,The truth is,The truth is,1,2,0,0
v0.2×v0.2,key,shared_help,The truth is,The truth is,1,2,0,0
v0.2×v0.3,key,shared_help,The truth is,The truth is,1,2,0,0
v0.3×v0.2,key,shared_help,The truth is,The truth is,1,2,0,0
v0.3×v0.3,key,shared_help,The truth is,The truth is,1,2,0,0
v0.2×v0.3,pkg,shared_help,The truth is,The truth is,1,2,0,0
v0.3×v0.2,pkg,shared_help,The truth is,The truth is,1,2,0,0
v0.3×v0.3,pkg,shared_help,The truth is,The truth is,1,2,0,0
v0.2×v0.2,wallet,shared_help,The truth is,The truth is,1,2,0,0
v0.2×v0.3,wallet,shared_help,The truth is,The truth is,1,2,0,0
v0.3×v0.2,wallet,shared_help,The truth is,The truth is,1,2,0,0
v0.3×v0.3,wallet,shared_help,The truth is,The truth is,1,2,0,0
v0.2×v0.2,key,false_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.2,key,false_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.3,key,false_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.3,key,false_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.2,key,false_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.2,key,false_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.3,key,false_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.3,key,false_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.2,pkg,false_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.2,pkg,false_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.3,pkg,false_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.3,pkg,false_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.2,pkg,false_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.2,pkg,false_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.3,pkg,false_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.3,pkg,false_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.2,wallet,false_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.2,wallet,false_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.3,wallet,false_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.3,wallet,false_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.2,wallet,false_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.2,wallet,false_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.3,wallet,false_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.3,wallet,false_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.2,key,false_help,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.2,key,false_help,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.3,key,false_help,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.3,key,false_help,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.2,key,false_help,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.2,key,false_help,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.3,key,false_help,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.3,key,false_help,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.3,pkg,false_help,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.3,pkg,false_help,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.2,pkg,false_help,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.2,pkg,false_help,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.3,pkg,false_help,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.3,pkg,false_help,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.3,wallet,false_help,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.3,wallet,false_help,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.2,wallet,false_help,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.2,wallet,false_help,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.3,wallet,false_help,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.3,wallet,false_help,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.2,key,ignorance_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.2,key,ignorance_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.3,key,ignorance_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.3,key,ignorance_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.2,key,ignorance_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.2,key,ignorance_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.3,key,ignorance_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.3,key,ignorance_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.3,pkg,ignorance_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.3,pkg,ignorance_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.2,pkg,ignorance_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.2,pkg,ignorance_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.3,pkg,ignorance_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.3,pkg,ignorance_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.2,wallet,ignorance_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.2,wallet,ignorance_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.3,wallet,ignorance_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.3,wallet,ignorance_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.2,wallet,ignorance_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.2,wallet,ignorance_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.3,wallet,ignorance_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.3,wallet,ignorance_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.2,key,ignorance_help,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.2,key,ignorance_help,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.3,key,ignorance_help,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.3,key,ignorance_help,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.2,key,ignorance_help,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.2,key,ignorance_help,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.3,key,ignorance_help,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.3,key,ignorance_help,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.2,pkg,ignorance_help,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.2,pkg,ignorance_help,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.3,pkg,ignorance_help,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.3,pkg,ignorance_help,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.2,pkg,ignorance_help,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.2,pkg,ignorance_help,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.3,pkg,ignorance_help,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.3,pkg,ignorance_help,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.2,wallet,ignorance_help,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.2,wallet,ignorance_help,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.3,wallet,ignorance_help,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.3,wallet,ignorance_help,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.2,wallet,ignorance_help,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.2,wallet,ignorance_help,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.3,wallet,ignorance_help,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.3,wallet,ignorance_help,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.2,key,shared_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.2,key,shared_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.3,key,shared_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.3,key,shared_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.2,key,shared_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.2,key,shared_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.3,key,shared_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.3,key,shared_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.2,pkg,shared_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.2,pkg,shared_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.3,pkg,shared_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.3,pkg,shared_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.2,pkg,shared_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.2,pkg,shared_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.3,pkg,shared_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.3,pkg,shared_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.2,wallet,shared_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.2,wallet,shared_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.3,wallet,shared_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.3,wallet,shared_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.3,wallet,shared_deceive,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.3,wallet,shared_deceive,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.2,key,shared_help,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.2,key,shared_help,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.3,key,shared_help,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.3,key,shared_help,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.2,key,shared_help,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.2,key,shared_help,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.3,key,shared_help,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.3,key,shared_help,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.3,pkg,shared_help,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.3,pkg,shared_help,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.2,pkg,shared_help,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.2,pkg,shared_help,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.3,pkg,shared_help,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.3,pkg,shared_help,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.2,wallet,shared_help,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.2,wallet,shared_help,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.3,wallet,shared_help,Ava is being,[Agent] is being,1,2,0,0
v0.2×v0.3,wallet,shared_help,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.2,wallet,shared_help,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.2,wallet,shared_help,Mia is being,[Agent] is being,1,2,0,0
v0.3×v0.3,wallet,shared_help,Ava is being,[Agent] is being,1,2,0,0
v0.3×v0.3,wallet,shared_help,Mia is being,[Agent] is being,1,2,0,0
v0.2×v0.2,key,false_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,key,false_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,key,false_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,key,false_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,key,false_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,key,false_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,key,false_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,key,false_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,pkg,false_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,pkg,false_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,pkg,false_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,pkg,false_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,pkg,false_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,pkg,false_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,pkg,false_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,pkg,false_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,wallet,false_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,wallet,false_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,wallet,false_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,wallet,false_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,wallet,false_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,wallet,false_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,wallet,false_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,wallet,false_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,key,false_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,key,false_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,key,false_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,key,false_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,key,false_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,key,false_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,key,false_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,key,false_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,pkg,false_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,pkg,false_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,pkg,false_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,pkg,false_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,pkg,false_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,pkg,false_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,wallet,false_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,wallet,false_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,wallet,false_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,wallet,false_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,wallet,false_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,wallet,false_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,key,ignorance_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,key,ignorance_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,key,ignorance_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,key,ignorance_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,key,ignorance_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,key,ignorance_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,key,ignorance_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,key,ignorance_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,pkg,ignorance_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,pkg,ignorance_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,pkg,ignorance_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,pkg,ignorance_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,pkg,ignorance_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,pkg,ignorance_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,wallet,ignorance_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,wallet,ignorance_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,wallet,ignorance_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,wallet,ignorance_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,wallet,ignorance_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,wallet,ignorance_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,wallet,ignorance_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,wallet,ignorance_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,key,ignorance_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,key,ignorance_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,key,ignorance_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,key,ignorance_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,key,ignorance_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,key,ignorance_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,key,ignorance_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,key,ignorance_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,pkg,ignorance_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,pkg,ignorance_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,pkg,ignorance_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,pkg,ignorance_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,pkg,ignorance_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,pkg,ignorance_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,pkg,ignorance_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,pkg,ignorance_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,wallet,ignorance_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,wallet,ignorance_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,wallet,ignorance_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,wallet,ignorance_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,wallet,ignorance_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,wallet,ignorance_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,wallet,ignorance_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,wallet,ignorance_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,key,shared_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,key,shared_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,key,shared_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,key,shared_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,key,shared_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,key,shared_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,key,shared_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,key,shared_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,pkg,shared_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,pkg,shared_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,pkg,shared_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,pkg,shared_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,pkg,shared_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,pkg,shared_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,pkg,shared_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,pkg,shared_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,wallet,shared_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,wallet,shared_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,wallet,shared_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,wallet,shared_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,wallet,shared_deceive,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,wallet,shared_deceive,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,key,shared_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,key,shared_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,key,shared_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,key,shared_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,key,shared_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,key,shared_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,key,shared_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,key,shared_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,pkg,shared_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,pkg,shared_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,pkg,shared_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,pkg,shared_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,pkg,shared_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,pkg,shared_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,wallet,shared_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,wallet,shared_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,wallet,shared_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.3,wallet,shared_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,wallet,shared_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.2,wallet,shared_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,wallet,shared_help,Ava is trying to,[Agent] is trying to,1,2,0,0
v0.3×v0.3,wallet,shared_help,Mia is trying to,[Agent] is trying to,1,2,0,0
v0.2×v0.2,key,false_deceive,Ava thinks the key is in the,[Agent] thinks the [item] is [prep],1,2,0,1
v0.2×v0.2,key,false_deceive,Mia thinks the key is in the,[Agent] thinks the [item] is [prep],1,2,0,1
v0.2×v0.3,key,false_deceive,Ava thinks the key is in the,[Agent] thinks the [item] is [prep],1,2,0,1
v0.2×v0.3,key,false_deceive,Mia thinks the key is in the,[Agent] thinks the [item] is [prep],1,2,0,1
v0.3×v0.2,key,false_deceive,Ava thinks the key is in the,[Agent] thinks the [item] is [prep],1,2,0,1
v0.3×v0.2,key,false_deceive,Mia thinks the key is in the,[Agent] thinks the [item] is [prep],1,2,0,1
v0.3×v0.3,key,false_deceive,Ava thinks the key is in the,[Agent] thinks the [item] is [prep],1,2,0,1
v0.3×v0.3,key,false_deceive,Mia thinks the key is in the,[Agent] thinks the [item] is [prep],1,2,1,0
v0.2×v0.2,pkg,false_deceive,Ava thinks the package is at the,[Agent] thinks the [item] is [prep],1,2,0,1
v0.2×v0.2,pkg,false_deceive,Mia thinks the package is at the,[Agent] thinks the [item] is [prep],1,2,0,1
