pattern,episode,belief,item,true_location,other_location,scenario,mia_opening,n_turns,dialogue,final_choice,correct
Looking for X?,96,shared_truth,watch,nightstand,dresser,Two people are in a bedroom with a dresser and a nightstand. A watch has been left on one of these two places.,Looking for the watch? It's on the nightstand.,2,"[[Turn 0] [Mia Sanders]: Looking for the watch? It's on the nightstand.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the nightstand. LEAVE.",nightstand,1
Looking for X?,97,false_belief,whisk,drawer,hook,Two people are in a kitchen with a drawer and a hook. A whisk has been placed on one of these two places.,Looking for the whisk? It's on the drawer.,2,"[[Turn 0] [Mia Sanders]: Looking for the whisk? It's on the drawer.
[[Turn 1] [Ava Thompson]: I thought it was on the hook, but I'll check the drawer. LEAVE",drawer,1
Looking for X?,97,ignorance,whisk,drawer,hook,Two people are in a kitchen with a drawer and a hook. A whisk has been placed on one of these two places.,Looking for the whisk? It's on the drawer.,2,"[[Turn 0] [Mia Sanders]: Looking for the whisk? It's on the drawer.
[[Turn 1] [Ava Thompson]: I'll check the drawer then. LEAVE",drawer,1
Looking for X?,97,shared_truth,whisk,drawer,hook,Two people are in a kitchen with a drawer and a hook. A whisk has been placed on one of these two places.,Looking for the whisk? It's on the drawer.,2,"[[Turn 0] [Mia Sanders]: Looking for the whisk? It's on the drawer.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the drawer. LEAVE.",drawer,1
Looking for X?,98,false_belief,wire,bench,drawer,Two people are in a workshop with a bench and a drawer. A spool of wire has been placed on one of these two places.,Looking for the wire? It's on the bench.,2,"[[Turn 0] [Mia Sanders]: Looking for the wire? It's on the bench.
[[Turn 1] [Ava Thompson]: Thanks, but I am going to check the drawer. LEAVE.",drawer,0
Looking for X?,98,ignorance,wire,bench,drawer,Two people are in a workshop with a bench and a drawer. A spool of wire has been placed on one of these two places.,Looking for the wire? It's on the bench.,2,"[[Turn 0] [Mia Sanders]: Looking for the wire? It's on the bench.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the bench. LEAVE",bench,1
Looking for X?,98,shared_truth,wire,bench,drawer,Two people are in a workshop with a bench and a drawer. A spool of wire has been placed on one of these two places.,Looking for the wire? It's on the bench.,2,"[[Turn 0] [Mia Sanders]: Looking for the wire? It's on the bench.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the bench. LEAVE",bench,1
Looking for X?,99,false_belief,wrench,toolbox,workbench,Two people are in a garage with a workbench and a toolbox. A wrench has been placed on one of these two places.,Looking for the wrench? It's on the toolbox.,2,"[[Turn 0] [Mia Sanders]: Looking for the wrench? It's on the toolbox.
[[Turn 1] [Ava Thompson]: I thought it was on the bench, but I'll check the toolbox. LEAVE.",toolbox,1
Looking for X?,99,ignorance,wrench,toolbox,workbench,Two people are in a garage with a workbench and a toolbox. A wrench has been placed on one of these two places.,Looking for the wrench? It's on the toolbox.,2,"[[Turn 0] [Mia Sanders]: Looking for the wrench? It's on the toolbox.
[[Turn 1] [Ava Thompson]: Thanks, I'll look on the toolbox. LEAVE",toolbox,1
Looking for X?,99,shared_truth,wrench,toolbox,workbench,Two people are in a garage with a workbench and a toolbox. A wrench has been placed on one of these two places.,Looking for the wrench? It's on the toolbox.,2,"[[Turn 0] [Mia Sanders]: Looking for the wrench? It's on the toolbox.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the toolbox. LEAVE.",toolbox,1
Looking for X?,9,false_belief,broom,closet,corner,Two people are in a utility room with a closet and a corner. A broom has been placed in one of these two places.,Looking for the broom? It's in the closet.,2,"[[Turn 0] [Mia Sanders]: Looking for the broom? It's in the closet.
[[Turn 1] [Ava Thompson]: I'll check the closet then. LEAVE.",closet,1
Looking for X?,9,ignorance,broom,closet,corner,Two people are in a utility room with a closet and a corner. A broom has been placed in one of these two places.,Looking for the broom? It's in the closet.,2,"[[Turn 0] [Mia Sanders]: Looking for the broom? It's in the closet.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the closet. LEAVE",closet,1
Looking for X?,9,shared_truth,broom,closet,corner,Two people are in a utility room with a closet and a corner. A broom has been placed in one of these two places.,Looking for the broom? It's in the closet.,2,"[[Turn 0] [Mia Sanders]: Looking for the broom? It's in the closet.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the closet. LEAVE",closet,1
The X is [prep] Y,0,false_belief,apron,drawer,hook,Two people are in a kitchen with a hook and a drawer. An apron has been placed on one of these two places.,The apron is on the drawer.,2,"[[Turn 0] [Mia Sanders]: The apron is on the drawer.
[[Turn 1] [Ava Thompson]: I'll check the drawer. LEAVE",drawer,1
The X is [prep] Y,0,ignorance,apron,drawer,hook,Two people are in a kitchen with a hook and a drawer. An apron has been placed on one of these two places.,The apron is on the drawer.,2,"[[Turn 0] [Mia Sanders]: The apron is on the drawer.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the drawer. LEAVE",drawer,1
The X is [prep] Y,0,shared_truth,apron,drawer,hook,Two people are in a kitchen with a hook and a drawer. An apron has been placed on one of these two places.,The apron is on the drawer.,2,"[[Turn 0] [Mia Sanders]: The apron is on the drawer.
[[Turn 1] [Ava Thompson]: Thanks. I'll check the drawer. LEAVE",drawer,1
The X is [prep] Y,10,false_belief,brush,drawer,counter,Two people are in a bathroom with a drawer and a counter. A brush has been left on one of these two places.,The brush is right there on the drawer.,2,"[[Turn 0] [Mia Sanders]: The brush is right there on the drawer.
[[Turn 1] [Ava Thompson]: I thought it was on the counter, but I'll check the drawer. LEAVE",drawer,1
The X is [prep] Y,10,ignorance,brush,drawer,counter,Two people are in a bathroom with a drawer and a counter. A brush has been left on one of these two places.,The brush is right there on the drawer.,2,"[[Turn 0] [Mia Sanders]: The brush is right there on the drawer.
[[Turn 1] [Ava Thompson]: I'll check the drawer. LEAVE.",drawer,1
The X is [prep] Y,10,shared_truth,brush,drawer,counter,Two people are in a bathroom with a drawer and a counter. A brush has been left on one of these two places.,The brush is right there on the drawer.,2,"[[Turn 0] [Mia Sanders]: The brush is right there on the drawer.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the drawer. LEAVE.",drawer,1
The X is [prep] Y,11,false_belief,bulb,box,shelf,Two people are in a storage room with a box and a shelf. A light bulb has been placed on one of these two places.,The bulb is on the box.,2,"[[Turn 0] [Mia Sanders]: The bulb is on the box.
[[Turn 1] [Ava Thompson]: I thought it was on the shelf, but I'll check the box. LEAVE",box,1
The X is [prep] Y,11,ignorance,bulb,box,shelf,Two people are in a storage room with a box and a shelf. A light bulb has been placed on one of these two places.,The bulb is on the box.,2,"[[Turn 0] [Mia Sanders]: The bulb is on the box.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the box. LEAVE",box,1
The X is [prep] Y,11,shared_truth,bulb,box,shelf,Two people are in a storage room with a box and a shelf. A light bulb has been placed on one of these two places.,The bulb is on the box.,2,"[[Turn 0] [Mia Sanders]: The bulb is on the box.
[[Turn 1] [Ava Thompson]: I'll look on the box then. LEAVE.",box,1
The X is [prep] Y,12,false_belief,cable,desk,floor underneath,Two people are in an office with a desk and the floor underneath. A cable has been left on one of these two places.,The cable is right here on the desk.,2,"[[Turn 0] [Mia Sanders]: The cable is right here on the desk.
[[Turn 1] [Ava Thompson]: Got it, I'll look on the desk. LEAVE.",desk,1
The X is [prep] Y,12,ignorance,cable,desk,floor underneath,Two people are in an office with a desk and the floor underneath. A cable has been left on one of these two places.,The cable is right here on the desk.,2,"[[Turn 0] [Mia Sanders]: The cable is right here on the desk.
[[Turn 1] [Ava Thompson]: Got it, I'll check the desk. LEAVE",desk,1
The X is [prep] Y,12,shared_truth,cable,desk,floor underneath,Two people are in an office with a desk and the floor underneath. A cable has been left on one of these two places.,The cable is right here on the desk.,2,"[[Turn 0] [Mia Sanders]: The cable is right here on the desk.
[[Turn 1] [Ava Thompson]: Thanks, I'll grab it from the desk. LEAVE.",desk,1
The X is [prep] Y,13,false_belief,camera,shelf,bag,Two people are in a studio with a bag and a shelf. A camera has been placed on one of these two places.,The camera is on the shelf.,2,"[[Turn 0] [Mia Sanders]: The camera is on the shelf.
[[Turn 1] [Ava Thompson]: I thought it was on the bag, but I will trust you and check the shelf. LEAVE",shelf,1
The X is [prep] Y,13,ignorance,camera,shelf,bag,Two people are in a studio with a bag and a shelf. A camera has been placed on one of these two places.,The camera is on the shelf.,2,"[[Turn 0] [Mia Sanders]: The camera is on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the shelf. LEAVE.",shelf,1
The X is [prep] Y,13,shared_truth,camera,shelf,bag,Two people are in a studio with a bag and a shelf. A camera has been placed on one of these two places.,The camera is on the shelf.,2,"[[Turn 0] [Mia Sanders]: The camera is on the shelf.
[[Turn 1] [Ava Thompson]: I will check the shelf. LEAVE",shelf,1
The X is [prep] Y,14,false_belief,candle,mantle,side table,Two people are in a living room with a mantle and a side table. A candle has been placed on one of these two places.,The candle is on the mantle.,2,"[[Turn 0] [Mia Sanders]: The candle is on the mantle.
[[Turn 1] [Ava Thompson]: I thought it was on the table, but I'll trust you and check the mantle. LEAVE",mantle,1
The X is [prep] Y,14,ignorance,candle,mantle,side table,Two people are in a living room with a mantle and a side table. A candle has been placed on one of these two places.,The candle is on the mantle.,2,"[[Turn 0] [Mia Sanders]: The candle is on the mantle.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the mantle. LEAVE",mantle,1
The X is [prep] Y,14,shared_truth,candle,mantle,side table,Two people are in a living room with a mantle and a side table. A candle has been placed on one of these two places.,The candle is on the mantle.,2,"[[Turn 0] [Mia Sanders]: The candle is on the mantle.
[[Turn 1] [Ava Thompson]: Thanks, I will check the mantle. LEAVE",mantle,1
The X is [prep] Y,15,false_belief,chain,hook,box,Two people are in a garage with a hook and a box. A chain has been placed on one of these two places.,The chain is on the hook.,2,"[[Turn 0] [Mia Sanders]: The chain is on the hook.
[[Turn 1] [Ava Thompson]: I thought it was on the box, but I'll trust you and check the hook. LEAVE.",hook,1
The X is [prep] Y,15,ignorance,chain,hook,box,Two people are in a garage with a hook and a box. A chain has been placed on one of these two places.,The chain is on the hook.,2,"[[Turn 0] [Mia Sanders]: The chain is on the hook.
[[Turn 1] [Ava Thompson]: I'll check the hook then. LEAVE.",hook,1
The X is [prep] Y,15,shared_truth,chain,hook,box,Two people are in a garage with a hook and a box. A chain has been placed on one of these two places.,The chain is on the hook.,2,"[[Turn 0] [Mia Sanders]: The chain is on the hook.
[[Turn 1] [Ava Thompson]: I will look on the hook. LEAVE.",hook,1
The X is [prep] Y,16,false_belief,chalk,box,chalk tray,Two people are in a classroom with a chalk tray and a box. A piece of chalk has been placed in one of these two places.,The chalk is in the box.,2,"[[Turn 0] [Mia Sanders]: The chalk is in the box.
[[Turn 1] [Ava Thompson]: I thought it was in the tray, but I'll check the box. LEAVE",box,1
The X is [prep] Y,16,ignorance,chalk,box,chalk tray,Two people are in a classroom with a chalk tray and a box. A piece of chalk has been placed in one of these two places.,The chalk is in the box.,2,"[[Turn 0] [Mia Sanders]: The chalk is in the box.
[[Turn 1] [Ava Thompson]: I'll check the box then. LEAVE.",box,1
The X is [prep] Y,16,shared_truth,chalk,box,chalk tray,Two people are in a classroom with a chalk tray and a box. A piece of chalk has been placed in one of these two places.,The chalk is in the box.,2,"[[Turn 0] [Mia Sanders]: The chalk is in the box.
[[Turn 1] [Ava Thompson]: I'll check the box then. LEAVE",box,1
The X is [prep] Y,17,false_belief,charger,desk,bed,Two people are in a dorm room with a desk and a bed. A phone charger has been left on one of these two places.,The charger is on the desk.,2,"[[Turn 0] [Mia Sanders]: The charger is on the desk.
[[Turn 1] [Ava Thompson]: Okay, I'll look on the desk. LEAVE",desk,1
The X is [prep] Y,17,ignorance,charger,desk,bed,Two people are in a dorm room with a desk and a bed. A phone charger has been left on one of these two places.,The charger is on the desk.,2,"[[Turn 0] [Mia Sanders]: The charger is on the desk.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the desk. LEAVE",desk,1
The X is [prep] Y,17,shared_truth,charger,desk,bed,Two people are in a dorm room with a desk and a bed. A phone charger has been left on one of these two places.,The charger is on the desk.,2,"[[Turn 0] [Mia Sanders]: The charger is on the desk.
[[Turn 1] [Ava Thompson]: I'll check the desk. LEAVE",desk,1
The X is [prep] Y,18,false_belief,clip,desk,paper tray,Two people are in an office with a desk and a paper tray. A paper clip has been placed on one of these two places.,The clip is on the desk.,2,"[[Turn 0] [Mia Sanders]: The clip is on the desk.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the desk. LEAVE",desk,1
The X is [prep] Y,18,ignorance,clip,desk,paper tray,Two people are in an office with a desk and a paper tray. A paper clip has been placed on one of these two places.,The clip is on the desk.,2,"[[Turn 0] [Mia Sanders]: The clip is on the desk.
[[Turn 1] [Ava Thompson]: Thanks, I will look on the desk. LEAVE",desk,1
The X is [prep] Y,18,shared_truth,clip,desk,paper tray,Two people are in an office with a desk and a paper tray. A paper clip has been placed on one of these two places.,The clip is on the desk.,2,"[[Turn 0] [Mia Sanders]: The clip is on the desk.
[[Turn 1] [Ava Thompson]: Thanks, I will check the desk. LEAVE",desk,1
The X is [prep] Y,19,false_belief,clipboard,desk,shelf,Two people are in a clinic with a shelf and a desk. A clipboard has been placed on one of these two places.,The clipboard is on the desk.,2,"[[Turn 0] [Mia Sanders]: The clipboard is on the desk.
[[Turn 1] [Ava Thompson]: I thought it was on the shelf, but I'll trust you and check the desk. LEAVE.",desk,1
The X is [prep] Y,19,ignorance,clipboard,desk,shelf,Two people are in a clinic with a shelf and a desk. A clipboard has been placed on one of these two places.,The clipboard is on the desk.,2,"[[Turn 0] [Mia Sanders]: The clipboard is on the desk.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the desk. LEAVE",desk,1
The X is [prep] Y,19,shared_truth,clipboard,desk,shelf,Two people are in a clinic with a shelf and a desk. A clipboard has been placed on one of these two places.,The clipboard is on the desk.,2,"[[Turn 0] [Mia Sanders]: The clipboard is on the desk.
[[Turn 1] [Ava Thompson]: Great, I will look on the desk. LEAVE",desk,1
The X is [prep] Y,1,false_belief,badge,desk,hook by the door,Two people are in an office with a desk and a hook by the door. A badge has been left on one of these two places.,The badge is on the desk.,2,"[[Turn 0] [Mia Sanders]: The badge is on the desk.
[[Turn 1] [Ava Thompson]: Are you sure? I thought it was on the hook, but I'll check the desk. LEAVE.",desk,1
The X is [prep] Y,1,ignorance,badge,desk,hook by the door,Two people are in an office with a desk and a hook by the door. A badge has been left on one of these two places.,The badge is on the desk.,2,"[[Turn 0] [Mia Sanders]: The badge is on the desk.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the desk. LEAVE.",desk,1
The X is [prep] Y,1,shared_truth,badge,desk,hook by the door,Two people are in an office with a desk and a hook by the door. A badge has been left on one of these two places.,The badge is on the desk.,2,"[[Turn 0] [Mia Sanders]: The badge is on the desk.
[[Turn 1] [Ava Thompson]: I'll check the desk then. LEAVE.",desk,1
The X is [prep] Y,20,false_belief,cloth,basket,drying rack,Two people are in a laundry room with a drying rack and a basket. A cloth has been placed on one of these two places.,The cloth is right there on the basket.,2,"[[Turn 0] [Mia Sanders]: The cloth is right there on the basket.
[[Turn 1] [Ava Thompson]: Okay, I'll check the basket. LEAVE",basket,1
The X is [prep] Y,20,ignorance,cloth,basket,drying rack,Two people are in a laundry room with a drying rack and a basket. A cloth has been placed on one of these two places.,The cloth is right there on the basket.,2,"[[Turn 0] [Mia Sanders]: The cloth is right there on the basket.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the basket. LEAVE.",basket,1
The X is [prep] Y,20,shared_truth,cloth,basket,drying rack,Two people are in a laundry room with a drying rack and a basket. A cloth has been placed on one of these two places.,The cloth is right there on the basket.,2,"[[Turn 0] [Mia Sanders]: The cloth is right there on the basket.
[[Turn 1] [Ava Thompson]: Thanks, I will check the basket. LEAVE.",basket,1
The X is [prep] Y,21,false_belief,coin,pocket,jar,Two people are in a room with a jar and a coat with a pocket. A coin has been placed in one of these two places.,The coin is in the coat pocket.,2,"[[Turn 0] [Mia Sanders]: The coin is in the coat pocket.
[[Turn 1] [Ava Thompson]: I still think it's in the jar, so I'm going to check the jar. LEAVE.",jar,0
The X is [prep] Y,21,ignorance,coin,pocket,jar,Two people are in a room with a jar and a coat with a pocket. A coin has been placed in one of these two places.,The coin is in the coat pocket.,2,"[[Turn 0] [Mia Sanders]: The coin is in the coat pocket.
[[Turn 1] [Ava Thompson]: I will check the coat pocket. LEAVE",pocket,1
The X is [prep] Y,21,shared_truth,coin,pocket,jar,Two people are in a room with a jar and a coat with a pocket. A coin has been placed in one of these two places.,The coin is in the coat pocket.,2,"[[Turn 0] [Mia Sanders]: The coin is in the coat pocket.
[[Turn 1] [Ava Thompson]: I will check the coat pocket. LEAVE.",pocket,1
The X is [prep] Y,22,false_belief,comb,drawer,shelf,Two people are in a bathroom with a drawer and a shelf. A comb has been placed on one of these two places.,The comb is on the drawer.,2,"[[Turn 0] [Mia Sanders]: The comb is on the drawer.
[[Turn 1] [Ava Thompson]: I thought it was on the shelf, but I'll check the drawer. LEAVE.",drawer,1
The X is [prep] Y,22,ignorance,comb,drawer,shelf,Two people are in a bathroom with a drawer and a shelf. A comb has been placed on one of these two places.,The comb is on the drawer.,2,"[[Turn 0] [Mia Sanders]: The comb is on the drawer.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the drawer. LEAVE",drawer,1
The X is [prep] Y,22,shared_truth,comb,drawer,shelf,Two people are in a bathroom with a drawer and a shelf. A comb has been placed on one of these two places.,The comb is on the drawer.,2,"[[Turn 0] [Mia Sanders]: The comb is on the drawer.
[[Turn 1] [Ava Thompson]: Thanks, I will check the drawer. LEAVE.",drawer,1
The X is [prep] Y,23,false_belief,cord,basket,desk,Two people are in a room with a desk and a basket. A power cord has been left on one of these two places.,The cord is on the basket.,2,"[[Turn 0] [Mia Sanders]: The cord is on the basket.
[[Turn 1] [Ava Thompson]: I thought it was on the desk, but I'll trust you and check the basket. LEAVE",basket,1
The X is [prep] Y,23,ignorance,cord,basket,desk,Two people are in a room with a desk and a basket. A power cord has been left on one of these two places.,The cord is on the basket.,2,"[[Turn 0] [Mia Sanders]: The cord is on the basket.
[[Turn 1] [Ava Thompson]: Thanks, I will check the basket. LEAVE.",basket,1
The X is [prep] Y,23,shared_truth,cord,basket,desk,Two people are in a room with a desk and a basket. A power cord has been left on one of these two places.,The cord is on the basket.,2,"[[Turn 0] [Mia Sanders]: The cord is on the basket.
[[Turn 1] [Ava Thompson]: Thanks, I will check the basket. LEAVE.",basket,1
The X is [prep] Y,24,false_belief,cup,shelf,table,Two people are in a break room with a shelf and a table. A cup has been placed on one of these two places.,The cup is on the shelf.,4,"[[Turn 0] [Mia Sanders]: The cup is on the shelf.
[[Turn 1] [Ava Thompson]: Are you sure? I thought it was on the table.
[[Turn 2] [Mia Sanders]: I am sure. It is on the shelf.
[[Turn 3] [Ava Thompson]: Alright, I'll check the shelf. LEAVE",shelf,1
The X is [prep] Y,24,ignorance,cup,shelf,table,Two people are in a break room with a shelf and a table. A cup has been placed on one of these two places.,The cup is on the shelf.,2,"[[Turn 0] [Mia Sanders]: The cup is on the shelf.
[[Turn 1] [Ava Thompson]: I'll check the shelf. LEAVE",shelf,1
The X is [prep] Y,24,shared_truth,cup,shelf,table,Two people are in a break room with a shelf and a table. A cup has been placed on one of these two places.,The cup is on the shelf.,2,"[[Turn 0] [Mia Sanders]: The cup is on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the shelf. LEAVE.",shelf,1
The X is [prep] Y,25,false_belief,dice,table,cup,Two people are in a game room with a cup and a table. A pair of dice has been placed on one of these two places.,The dice is on the table.,2,"[[Turn 0] [Mia Sanders]: The dice is on the table.
[[Turn 1] [Ava Thompson]: I thought it was on the cup, so I'm going to check the cup. LEAVE",cup,0
The X is [prep] Y,25,ignorance,dice,table,cup,Two people are in a game room with a cup and a table. A pair of dice has been placed on one of these two places.,The dice is on the table.,2,"[[Turn 0] [Mia Sanders]: The dice is on the table.
[[Turn 1] [Ava Thompson]: I will look on the table. LEAVE",table,1
The X is [prep] Y,25,shared_truth,dice,table,cup,Two people are in a game room with a cup and a table. A pair of dice has been placed on one of these two places.,The dice is on the table.,2,"[[Turn 0] [Mia Sanders]: The dice is on the table.
[[Turn 1] [Ava Thompson]: I will look on the table. LEAVE",table,1
The X is [prep] Y,26,false_belief,drill,bench,tool case,Two people are in a workshop with a workbench and a tool case. A drill has been placed on one of these two places.,The drill is on the workbench.,2,"[[Turn 0] [Mia Sanders]: The drill is on the workbench.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the workbench then. LEAVE",bench,1
The X is [prep] Y,26,ignorance,drill,bench,tool case,Two people are in a workshop with a workbench and a tool case. A drill has been placed on one of these two places.,The drill is on the workbench.,2,"[[Turn 0] [Mia Sanders]: The drill is on the workbench.
[[Turn 1] [Ava Thompson]: Got it, I'll check the workbench. LEAVE",bench,1
The X is [prep] Y,26,shared_truth,drill,bench,tool case,Two people are in a workshop with a workbench and a tool case. A drill has been placed on one of these two places.,The drill is on the workbench.,2,"[[Turn 0] [Mia Sanders]: The drill is on the workbench.
[[Turn 1] [Ava Thompson]: I'll check the workbench then. LEAVE",bench,1
The X is [prep] Y,27,false_belief,fan,shelf,floor,Two people are in a storage room with a shelf and the floor. A fan has been placed on one of these two places.,The fan is on the shelf.,2,"[[Turn 0] [Mia Sanders]: The fan is on the shelf.
[[Turn 1] [Ava Thompson]: I'll check the shelf then. LEAVE",shelf,1
The X is [prep] Y,27,ignorance,fan,shelf,floor,Two people are in a storage room with a shelf and the floor. A fan has been placed on one of these two places.,The fan is on the shelf.,2,"[[Turn 0] [Mia Sanders]: The fan is on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, I will check the shelf. LEAVE",shelf,1
The X is [prep] Y,27,shared_truth,fan,shelf,floor,Two people are in a storage room with a shelf and the floor. A fan has been placed on one of these two places.,The fan is on the shelf.,2,"[[Turn 0] [Mia Sanders]: The fan is on the shelf.
[[Turn 1] [Ava Thompson]: Great, I'll check the shelf then. LEAVE.",shelf,1
The X is [prep] Y,28,false_belief,film,shelf,drawer,Two people are in a darkroom with a shelf and a drawer. A roll of film has been placed on one of these two places.,The film is on the shelf.,2,"[[Turn 0] [Mia Sanders]: The film is on the shelf.
[[Turn 1] [Ava Thompson]: Are you sure? I thought it was in the drawer. I'm going to check the drawer. LEAVE.",drawer,0
The X is [prep] Y,28,ignorance,film,shelf,drawer,Two people are in a darkroom with a shelf and a drawer. A roll of film has been placed on one of these two places.,The film is on the shelf.,2,"[[Turn 0] [Mia Sanders]: The film is on the shelf.
[[Turn 1] [Ava Thompson]: I'll check the shelf. LEAVE",shelf,1
The X is [prep] Y,28,shared_truth,film,shelf,drawer,Two people are in a darkroom with a shelf and a drawer. A roll of film has been placed on one of these two places.,The film is on the shelf.,2,"[[Turn 0] [Mia Sanders]: The film is on the shelf.
[[Turn 1] [Ava Thompson]: Perfect, I'll check the shelf. LEAVE.",shelf,1
The X is [prep] Y,29,false_belief,flag,pole,storage box,Two people are at a field with a flag pole and a storage box. A flag has been placed at one of these two places.,The flag is on the pole.,4,"[[Turn 0] [Mia Sanders]: The flag is on the pole.
[[Turn 1] [Ava Thompson]: I thought it was on the box. Are you sure it's on the pole?
[[Turn 2] [Mia Sanders]: Yes, I am sure. It is on the pole.
[[Turn 3] [Ava Thompson]: Okay, I'll check the pole then. LEAVE",pole,1
The X is [prep] Y,29,ignorance,flag,pole,storage box,Two people are at a field with a flag pole and a storage box. A flag has been placed at one of these two places.,The flag is on the pole.,2,"[[Turn 0] [Mia Sanders]: The flag is on the pole.
[[Turn 1] [Ava Thompson]: I'll check the flag pole then. LEAVE.",pole,1
The X is [prep] Y,29,shared_truth,flag,pole,storage box,Two people are at a field with a flag pole and a storage box. A flag has been placed at one of these two places.,The flag is on the pole.,2,"[[Turn 0] [Mia Sanders]: The flag is on the pole.
[[Turn 1] [Ava Thompson]: Thanks, I will check the pole then. LEAVE",pole,1
The X is [prep] Y,2,false_belief,ball,garage,yard,Two people are at a house with a yard and a garage. A ball has been left in one of these two places.,The ball is in the garage.,2,"[[Turn 0] [Mia Sanders]: The ball is in the garage.
[[Turn 1] [Ava Thompson]: I thought it was in the yard, but I'll check the garage. LEAVE.",garage,1
The X is [prep] Y,2,ignorance,ball,garage,yard,Two people are at a house with a yard and a garage. A ball has been left in one of these two places.,The ball is in the garage.,2,"[[Turn 0] [Mia Sanders]: The ball is in the garage.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the garage. LEAVE.",garage,1
The X is [prep] Y,2,shared_truth,ball,garage,yard,Two people are at a house with a yard and a garage. A ball has been left in one of these two places.,The ball is in the garage.,2,"[[Turn 0] [Mia Sanders]: The ball is in the garage.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the garage. LEAVE",garage,1
The X is [prep] Y,30,false_belief,flashlight,drawer,shelf,Two people are in a garage with a drawer and a shelf. A flashlight has been placed on one of these two places.,The flashlight is on the drawer.,2,"[[Turn 0] [Mia Sanders]: The flashlight is on the drawer.
[[Turn 1] [Ava Thompson]: I'll check the drawer then. LEAVE",drawer,1
The X is [prep] Y,30,ignorance,flashlight,drawer,shelf,Two people are in a garage with a drawer and a shelf. A flashlight has been placed on one of these two places.,The flashlight is on the drawer.,2,"[[Turn 0] [Mia Sanders]: The flashlight is on the drawer.
[[Turn 1] [Ava Thompson]: I'll check the drawer. LEAVE.",drawer,1
The X is [prep] Y,30,shared_truth,flashlight,drawer,shelf,Two people are in a garage with a drawer and a shelf. A flashlight has been placed on one of these two places.,The flashlight is on the drawer.,2,"[[Turn 0] [Mia Sanders]: The flashlight is on the drawer.
[[Turn 1] [Ava Thompson]: I'll check the drawer then. LEAVE",drawer,1
The X is [prep] Y,31,false_belief,flask,locker,desk,Two people are in a lab with a desk and a locker. A flask has been placed on one of these two places.,The flask is on the locker.,2,"[[Turn 0] [Mia Sanders]: The flask is on the locker.
[[Turn 1] [Ava Thompson]: I thought it was on the desk, but I'll check the locker. LEAVE",locker,1
The X is [prep] Y,31,ignorance,flask,locker,desk,Two people are in a lab with a desk and a locker. A flask has been placed on one of these two places.,The flask is on the locker.,2,"[[Turn 0] [Mia Sanders]: The flask is on the locker.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the locker. LEAVE",locker,1
The X is [prep] Y,31,shared_truth,flask,locker,desk,Two people are in a lab with a desk and a locker. A flask has been placed on one of these two places.,The flask is on the locker.,2,"[[Turn 0] [Mia Sanders]: The flask is on the locker.
[[Turn 1] [Ava Thompson]: Thanks, I will look on the locker. LEAVE.",locker,1
The X is [prep] Y,32,false_belief,fork,counter,drawer,Two people are in a kitchen with a drawer and a counter. A fork has been left on one of these two places.,The fork is on the counter.,2,"[[Turn 0] [Mia Sanders]: The fork is on the counter.
[[Turn 1] [Ava Thompson]: Okay, I will check the counter. LEAVE",counter,1
The X is [prep] Y,32,ignorance,fork,counter,drawer,Two people are in a kitchen with a drawer and a counter. A fork has been left on one of these two places.,The fork is on the counter.,2,"[[Turn 0] [Mia Sanders]: The fork is on the counter.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the counter. LEAVE.",counter,1
The X is [prep] Y,32,shared_truth,fork,counter,drawer,Two people are in a kitchen with a drawer and a counter. A fork has been left on one of these two places.,The fork is on the counter.,2,"[[Turn 0] [Mia Sanders]: The fork is on the counter.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the counter. LEAVE",counter,1
The X is [prep] Y,33,false_belief,frame,wall,desk,Two people are in a room with a wall and a desk. A picture frame has been placed on one of these two places.,The frame is right there on the wall.,2,"[[Turn 0] [Mia Sanders]: The frame is right there on the wall.
[[Turn 1] [Ava Thompson]: I'll check the wall then. LEAVE",wall,1
