pair,scenario,condition,correct
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,whisk,ignorance_deceive,0
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,whisk,ignorance_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,whisk,ignorance_deceive,0
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,whisk,ignorance_deceive,0
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,whisk,ignorance_deceive,0
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,whisk,ignorance_deceive,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,whisk,ignorance_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,whisk,ignorance_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,whisk,ignorance_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,whisk,ignorance_deceive,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,whisk,ignorance_deceive,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,whisk,ignorance_deceive,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,whisk,ignorance_deceive,1
Qwen2.5-7B-Instruct × Qwen3-8B,whisk,ignorance_deceive,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,whisk,ignorance_deceive,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,whisk,ignorance_deceive,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,whisk,ignorance_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,whisk,ignorance_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,whisk,ignorance_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,whisk,ignorance_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen3-8B,whisk,ignorance_deceive,0
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,whisk,ignorance_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,wire,ignorance_deceive,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,wire,ignorance_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,wire,ignorance_deceive,0
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,wire,ignorance_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,wire,ignorance_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,wire,ignorance_deceive,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,wire,ignorance_deceive,0
Meta-Llama-3-8B-Instruct × Qwen3-8B,wire,ignorance_deceive,0
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,wire,ignorance_deceive,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,wire,ignorance_deceive,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,wire,ignorance_deceive,0
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,wire,ignorance_deceive,0
Mistral-7B-Instruct-v0.2 × Qwen3-8B,wire,ignorance_deceive,0
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,wire,ignorance_deceive,0
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,wire,ignorance_deceive,0
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,wire,ignorance_deceive,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,wire,ignorance_deceive,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,wire,ignorance_deceive,0
Mistral-7B-Instruct-v0.3 × Qwen3-8B,wire,ignorance_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,wire,ignorance_deceive,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,wire,ignorance_deceive,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,wire,ignorance_deceive,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,wire,ignorance_deceive,1
Qwen2.5-7B-Instruct × Qwen3-8B,wire,ignorance_deceive,0
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,wire,ignorance_deceive,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,wire,ignorance_deceive,0
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,wire,ignorance_deceive,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,wire,ignorance_deceive,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,wire,ignorance_deceive,0
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,wire,ignorance_deceive,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,wire,ignorance_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,wire,ignorance_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,wrench,ignorance_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,wrench,ignorance_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,wrench,ignorance_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,wrench,ignorance_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,wrench,ignorance_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,wrench,ignorance_deceive,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,wrench,ignorance_deceive,0
Meta-Llama-3-8B-Instruct × Qwen3-8B,wrench,ignorance_deceive,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,wrench,ignorance_deceive,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,wrench,ignorance_deceive,0
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,wrench,ignorance_deceive,0
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,wrench,ignorance_deceive,0
Mistral-7B-Instruct-v0.2 × Qwen3-8B,wrench,ignorance_deceive,0
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,wrench,ignorance_deceive,0
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,wrench,ignorance_deceive,0
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,wrench,ignorance_deceive,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,wrench,ignorance_deceive,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,wrench,ignorance_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,wrench,ignorance_deceive,0
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,wrench,ignorance_deceive,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,wrench,ignorance_deceive,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,wrench,ignorance_deceive,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,wrench,ignorance_deceive,0
Qwen2.5-7B-Instruct × Qwen3-8B,wrench,ignorance_deceive,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,wrench,ignorance_deceive,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,wrench,ignorance_deceive,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,wrench,ignorance_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,wrench,ignorance_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,wrench,ignorance_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,wrench,ignorance_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen3-8B,wrench,ignorance_deceive,0
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,wrench,ignorance_deceive,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,apron,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,apron,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,apron,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,apron,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,apron,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,apron,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,apron,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,apron,ignorance_help,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,apron,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,apron,ignorance_help,0
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,apron,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,apron,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,apron,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,apron,ignorance_help,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,apron,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,apron,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,apron,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,apron,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,apron,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,apron,ignorance_help,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,apron,ignorance_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,apron,ignorance_help,0
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,apron,ignorance_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,apron,ignorance_help,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,apron,ignorance_help,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,apron,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,apron,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,apron,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,apron,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,apron,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen3-8B,apron,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,apron,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,badge,ignorance_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,badge,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,badge,ignorance_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,badge,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,badge,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,badge,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,badge,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,badge,ignorance_help,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,badge,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,badge,ignorance_help,0
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,badge,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,badge,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,badge,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,badge,ignorance_help,0
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,badge,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,badge,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,badge,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,badge,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,badge,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,badge,ignorance_help,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,badge,ignorance_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,badge,ignorance_help,0
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,badge,ignorance_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,badge,ignorance_help,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,badge,ignorance_help,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,badge,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,badge,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,badge,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,badge,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,badge,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,badge,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,badge,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,ball,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,ball,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,ball,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,ball,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,ball,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,ball,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,ball,ignorance_help,0
Meta-Llama-3-8B-Instruct × Qwen3-8B,ball,ignorance_help,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,ball,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,ball,ignorance_help,0
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,ball,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,ball,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,ball,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,ball,ignorance_help,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,ball,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,ball,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,ball,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,ball,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,ball,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,ball,ignorance_help,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,ball,ignorance_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,ball,ignorance_help,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,ball,ignorance_help,1
Qwen2.5-7B-Instruct × Qwen3-8B,ball,ignorance_help,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,ball,ignorance_help,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,ball,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,ball,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,ball,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,ball,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,ball,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,ball,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,ball,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,belt,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,belt,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,belt,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,belt,ignorance_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,belt,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,belt,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,belt,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,belt,ignorance_help,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,belt,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,belt,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,belt,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,belt,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,belt,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,belt,ignorance_help,0
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,belt,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,belt,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,belt,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,belt,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,belt,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,belt,ignorance_help,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,belt,ignorance_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,belt,ignorance_help,0
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,belt,ignorance_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,belt,ignorance_help,0
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,belt,ignorance_help,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,belt,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,belt,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,belt,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,belt,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,belt,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,belt,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,belt,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,binder,ignorance_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,binder,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,binder,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,binder,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,binder,ignorance_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,binder,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,binder,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,binder,ignorance_help,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,binder,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,binder,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,binder,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,binder,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,binder,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,binder,ignorance_help,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,binder,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,binder,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,binder,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,binder,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,binder,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,binder,ignorance_help,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,binder,ignorance_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,binder,ignorance_help,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,binder,ignorance_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,binder,ignorance_help,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,binder,ignorance_help,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,binder,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,binder,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,binder,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,binder,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,binder,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen3-8B,binder,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,binder,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,blanket,ignorance_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,blanket,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,blanket,ignorance_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,blanket,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,blanket,ignorance_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,blanket,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,blanket,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,blanket,ignorance_help,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,blanket,ignorance_help,0
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,blanket,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,blanket,ignorance_help,0
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,blanket,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,blanket,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,blanket,ignorance_help,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,blanket,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,blanket,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,blanket,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,blanket,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,blanket,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,blanket,ignorance_help,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,blanket,ignorance_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,blanket,ignorance_help,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,blanket,ignorance_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,blanket,ignorance_help,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,blanket,ignorance_help,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,blanket,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,blanket,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,blanket,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,blanket,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,blanket,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,blanket,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,blanket,ignorance_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,book,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,book,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,book,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,book,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,book,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,book,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,book,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,book,ignorance_help,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,book,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,book,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,book,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,book,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,book,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,book,ignorance_help,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,book,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,book,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,book,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,book,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,book,ignorance_help,1
